User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted    Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score,antivax
Republicans of Arizona,,none,,,,2123,,2021-08-11 16:09:55 EDT,2021/8/11,16:09:55,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/454324758077938/permalink/1938655619644837,"August 11, 2021 Pray for the Truth to be revealed Dear Patriots, We begin today by asking that you pray specifically that the Truth will be revealed. Pray that the blinders will be lifted from the eyes of all Americans to SEE the Truth. And pray to protect those working to reveal the Truth. 1- If you are not watching the Cyber Symposium that is taking place live in South Dakota, you are missing a lot. The symposium is being live-streamed and will run through Thursday. The information and optimism that is pouring out is not to be missed. Mike Lindell is a unique American hero. You can tune in here anytime and watch it. ... We are providing you numerous links because censorship is real. If these links do not connect - Keep Trying. Mike Lindell's Cyber Symposium is under contant attack from hackers. Someone does not want you to see the Truth. (Defending the Republic) 2- Just as the Symposium started on Wednesday, Dominion announced it was adding to it's long list of people they are suing for billions. Newsmax and OAN were named, just as both news operations were in South Dakota to live stream the event. (NEWSMAX) 3- Watch this video to get the whole election fraud story. Pass it on to everyone you can. The left does NOT want you to watch this! (Frank) And just in case the video disappears, here is another place you can watch it. (Rumble) 4- This is an example of why we can not trust ANYONE in The Swamp. Do you think this man will be remotely fair and put American interests first? (National Pulse) Dem Congressman Leading Election Reforms Has 6-Figure Investments In Chinese Communist Espionage-Linked Firms. QUOTE: Rep. Jim Langevin (RI-2)  a Democratic Party Congressman leading his party's so-called 'election security reforms'  retains six-figure investments in a Chinese Communist Party-linked tech firm flagged by the U.S. State Department for aiding the regime's military and espionage capabilities, The National Pulse can reveal. The Biden-endorsing Congressman serves as co-chair and co-founder of the Congressional Cybersecurity Caucus, a subcommittee of the House Committee on Homeland Security. He was tapped for the Democrat's Congressional Task Force on Election Security in 2017. 5- This is a little good news for a lot of people in the airline business. We can hope this is the beginning of a trend. (New York Post) American, Delta and Southwest Airlines won't make workers get COVID vax Three of America's most popular airlines  American, Delta, and Southwest  will not institute a COVID-19 vaccine mandate for their employees as the controversy over whether to require workers to get jabbed roils businesses across the country. 6- Big Tech is on an all points blitz to remove any content that does not parrot the globalst elites talking points. They are terrified that people will learn the Truth. (Jonathan Turley) YouTube Censors Sen. Rand Paul for Speaking Against Mandates QUOTE: YouTube has continued to enforce and expand its censorship of opposing views on its site  enforcing what it considers to be the truth on various issues. The latest subject is Senator Rand Paul (R-KY), who has been suspended from the site for expressing his opposition to Covid mandates. One does not have to agree with Paul on his view of Covid or mandates to see the danger of such corporate control over public discourse in the United States. However, politicians (including President Joe Biden) are calling for even greater censorship to silence those with opposing views on such subjects. 7- While we have many great doctors who are standing up to the push for vaccines and masks, overall, most of our health community is silent. That is why this video is so refreshing. Please watch and share. (Populist Press) QUOTE: On Monday, the Mt Vernon School Board met for a meeting to discuss the new school year's Covid restrictions on the children. It didn't go as planned when a parent in the crowd, Dr. Dan Stock, gave the best argument against the board's draconian rules using his immense amount of knowledge, taking the board to school with a lesson they needed to hear. Another source. (You Tube) 8- Clay Travis is a father. He is also part of the radio duo who is in the former Rush Limbaugh time slot. But, in this video he is just a daddy who is standing up protecting his children. This is what all parents need to be doing. (Clay Travis) ### We have pledged to keep you up to date on legal issues we are involved in. Here is a Team Kraken attorney summary of a recent ruling that is good news for the January 6 political prisoners: The US Court of Appeals for the District of Columbia has rejected the efforts by the DOJ and a federal court to imprison pretrial the January 6 defendant with no past felony history and no ties to extremist groups. In this ruling, the DC Court of Appeals held that the the lower court improperly denied bond to January 6 defendant George Tanio, and that Mr. Tanio should be allowed pretrial release. Importantly, the (truncated)",,,,,,0,,,1,-0.94,0
Pima County Republicans,,none,,,,1943,,2021-08-23 09:54:57 EDT,2021/8/23,9:54:57,Status,8,2,4,0,0,0,0,0,2,0,,-,0,0,0,,https://www.facebook.com/groups/215684591806716/permalink/6061042667270850,"August 23, 2021 Chairman's Journal Shelley Kais Most Republicans are very concerned about the masking up of our K-12 children and university students, vaccine mandates, vaccine passports, and discrimination in schools based on who is or isnt vaccinated. While we have made our voices heard at our local school boards, five of the major school districts in Pima County (TUSD, Amphi, Sunnyside, Marana, and Catalina Foothills) are mandating that our children wear masks in the classroom. At least 14 Arizona school districts have implemented COVID-19 mask mandates since schools opened this year. While Governor Ducey has said those mandates are illegal, a Maricopa County Superior Court judge ruled that districts currently could require masks because the law does not take effect until September 29th. Governor Ducey has offered the carrot rather than the stick by creating two grant programs that would provide funds to families and school districts that reject mask mandates. As you would anticipate, State Superintendent Kathy Hoffman called Governor Duceys plan an outrageous attack on public education. School districts that follow all state laws and avoid closures of in-person instruction can apply for a per-pupil funding boost from the $163 million of federal grant funding. Schools must come in compliance by August 27th. The City of Tucson The Pima County Republican Party supports the efforts of our Precinct Committeemen who are leading the charge at our school district meetings, rallies for our healthcare workers, and rallies for our First Responders who are being forced to vax. The Tucson Police Officers Association requested a judge place an injunction to stop the citys vaccination policy from taking effect. TPOA argued the measure was against state law signed by the governor earlier this year preventing local governments from enacting vaccination mandates. The city attorneys argue that the law doesnt take place until September 29. Judge Gordon ruled in favor of the City of Tucson. This overreach of local government is alarming. What Can We Do? The question that I keep getting is what can we do about it. Pima County Republican Party had a briefing from the Goldwater Institute on Saturday regarding Critical Race Theory (CRT) and Social Emotional Learning (SEL), and it was excellent. During the Q & A, I brought up that Pima County is just short of anarchy with our City Council and Board of Supervisors ignoring the Governor and the rule of law. The answer was not the one I was hoping forremove the funding from the districts and shut them down and defund the City of Tucson, pull all state funds from the Board of Supervisors and shut down the county. Unfortunately, the answer that I got was in line with what we are doingattend school board meetings and use the Call to the Public as an opportunity to voice your concern. Attend the city council meetings and board of supervisor meetings and voice your concern. Write emails. Make phone calls. Hold rallies. As of Monday, August 23, I will suggest this: To Governor Ducey: There are 37 days until September 29th. Governor Ducey, effective September 29th, the citizens of Pima County are asking you to ARREST every GOVERNING BOARD MEMBER in school districts that require masks; ARREST the Tucson City Council members and mayor who vote to continue requiring masks of our city employees, ARREST the Board of Supervisors who vote to require masks of our county employees. The democrats have made this political and the Republicans are going to do what is in the best interest of the people of Pima County. To our Precinct Committeemen: Approximately one-third of our voters are PND or Independent. They do not agree with the debacle that the Biden, Romero, and Bronson administrations are implementing. Our Governing Boards who have relinquished their power and authority and are following the NEA, ASBA, and AEA have lost touch with the children, parents, and taxpayers. Contact your PNDs and INDs and re-register them. Elections have consequences, and we are living them right now. Join me as we change Pima County.",,,,,,0,,,8,-2.88,2
All Conservatives Matter,,none,,,,2463,,2022-01-09 00:58:31 EST,2022/1/9,0:58:31,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/207127813838022/permalink/621116355772497,Bad News! I wont be going to my Uncles Funeral. We are Not allowed because of Masks and Vax. I was just told to stay away. No problem! We will stay away! LAST STRAW WITH THIS COVID SHIT - WHEN I AM NOT ALLOWED TO SAY GOOD BYE TO MY LOVED ONES! I HAVE HAD IT! Gov GRUESOME IS ON MY ROYAL FUCKING SHIT LIST! 互互互,,,,,,0,,,0,-62,1
Republicans for Donald J. Trump Group,,none,,,,4158,,2021-07-30 21:20:51 EDT,2021/7/30,21:20:51,Status,6,3,0,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/395455337645266/permalink/1123033444887448,"Biden become a dictator more each month that passes by. Biden has gone back on his promises and lied to us over and over. He can't be trusted nor taken seriously. Now he's demanding all federal employees to get the jab or wear a mask at ALL times and be tested twice a week. He is also demanding employers to demand their employees to get the jab. Since employees have no job security as government employees have, they are to be vaxed or do not show up for work. Some companies now expect potential hirees be vaxed as a condition of being hired. Wow! This is Communism at it's worse. I am so thankful to be retired now. I need not worry about my choice be taken away from me. I will have my hemotogist write me an exemption. I cannot afford the unstable blood protein to spike at this point or I will be in grave trouble. After looking at the thousands of death from taking the jab from VARES site, I will take my chances. Dr. Peter McCloughan, Cardiologist has treated Covid senior patients successfully by using a Monoclonal Antibody Infusion, Hydroxclorique, Ivermetin, Zinc, blood thinners and aspirin. With a 99.97%, 99.7%, 97% and 95% survival rate makes one wonder about the forced push for such a big cash cow for big pharma, the CDC and the biden Administration. Doctors are given incentives for pushing it, also. Everyone should have the right to decide for their own health. How many more Americans will died because they were forced to take the jab? Check VARES for the number of deaths from the vax. It was 12,000 but, the CDC panicked and had 6000 deaths scrubbed from the count. Go look it up on any search engine outside of Google.",,,,,,0,,,6,-4.5,1
ConservativeRage,,none,,,,2174,,2021-07-30 21:15:20 EDT,2021/7/30,21:15:20,Status,2,1,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1418051154928300/permalink/4130104383722950,"Biden become a dictator more each month that passes by. Biden has gone back on his promises and lied to us over and over. He can't be trusted nor taken seriously. Now he's demanding all federal employees to get the jab or wear a mask at ALL times and be tested twice a week. He is also demanding employers to demand their employees to get the jab. Since employees have no job security as government employees have, they are to be vaxed or do not show up for work. Some companies now expect potential hirees be vaxed as a condition of being hired. Wow! This is Communism at it's worse. I am so thankful to be retired now. I need not worry about my choice be taken away from me. I will have my hemotogist write me an exemption. I cannot afford the unstable blood protein to spike at this point or I will be in grave trouble. After looking at the thousands of death from taking the jab from VARES site, I will take my chances. Dr. Peter McCloughan, Cardiologist has treated Covid senior patients successfully by using a Monoclonal Antibody Infusion, Hydroxclorique, Ivermetin, Zinc, blood thinners and aspirin. With a 99.97%, 99.7%, 97% and 95% survival rate makes one wonder about the forced push for such a big cash cow for big pharma, the CDC and the biden Administration. Doctors are given incentives for pushing it, also. Everyone should have the right to decide for their own health. How many more Americans will died because they were forced to take the jab? Check VARES for the number of deaths from the vax. It was 12,000 but, the CDC panicked and had 6000 deaths scrubbed from the count. Go look it up on any search engine outside of Google.",,,,,,0,,,2,-13.5,-1
ConservativeRage,,none,,,,2174,,2021-08-01 01:19:37 EDT,2021/8/1,1:19:37,Status,17,3,0,14,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1418051154928300/permalink/4133298870070168,"Biden doesn't want to discuss the border. All he wants to do is dictate or force the Americans to take the damn vax! That's all on his shallow little mind while he allows thousands and thousands of illegals into our country with Covid! He blames the unvaccinated for the freakin Covid and that's not true! It's being brought in by a mutated Delta Variant. Millions of Americans do not trust the government. As long as biden is in the WH we will NEVER trust this sham of a so called government. We DID NOT vote for the fool! Let the people decide if they want to take the unapproved FDA experimental vaccine. This is not Communist China, yet.",,,,,,0,,,17,-1.59,1
Republican Veterans of Texas,,none,,,,466,,2021-11-04 20:42:10 EDT,2021/11/4,20:42:10,Status,2,0,0,0,0,0,0,0,2,0,,-,0,0,0,,https://www.facebook.com/groups/697776770738299/permalink/1294302361085734,Biden is now requiring ALL private companies of over 100 employees to force The Vax. Call Gov. Abbott's office and demand a 4th special session to pass an anti-vaccine law to protect all Texas employees.,,,,,,0,,,2,-0.88,1
THE Myrtle Beach Republican Women,,none,,,,758,,2021-05-13 18:18:35 EDT,2021/5/13,18:18:35,Status,3,2,0,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1610748582539294/permalink/2941689826111823,BIDEN SAYS MASK IT or VAX IT BULLSHIT SLO JOE You demented A-Hole We live in AMERICA,,,,,,0,,,3,-6.67,1
Botetourt Conservatives and Independent Thinkers,,none,,,,1277,,2021-08-20 09:19:47 EDT,2021/8/20,9:19:47,Status,31,21,0,9,0,1,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/211813046697642/permalink/534300604448883,"Borrowed.... VACCINATION CARD Hello. -Hi, table for two, please. -Sure, and your name. -Lee -Great. And do you and your guest have your vaccination cards? -Hmmm well first..Can you tell us who our server will be? -Um, looks like Brad will be your server tonight. -Great. Can you show us Brad's vaccination card? -Um... -And also, can you provide me with proof that Brad is not a carrier of HIV, Hepatitis A or B, or any other communicable diseases? Same for you and the kitchen staff. -Um... -Also, we would prefer not to be served by someone who is on or uses recreational drugs such as marijuana, cocaine, meth, fentanyl, etc, so if you could provide us with Brad's most recent tox screen, that would be great. Matter of fact, imma need to see all of your employees medical history. -Um... Let me get the manager for you. -That would be great, thanks. Make sure they have their vax card and medical records please. Heres the thing, nobody needs restaurants. And other places. But they need us. Start standing your ground. *copied from somebody else* This is not about whether you do or don't get vaccinated; it's about your freedom of choice and your privacy!!",,,,,,0,,,31,-1.26,-1
"Newark NJ, Reaganites Republican Party, Ironbound Branch",,none,,,,215,,2021-10-26 16:41:19 EDT,2021/10/26,16:41:19,Status,1,0,0,0,0,0,0,0,1,0,,-,0,0,0,,https://www.facebook.com/groups/561617193966413/permalink/4159703070824456,BREAKING: Campaign Advisor Reveals NJ Gov Phil Murphy to Impose Vax Mandate AFTER Re-Election~ Rumble,,,,,,0,,,1,-0.93,0
Marion County Conservative Politics,,none,,,,666,,2021-08-09 18:22:11 EDT,2021/8/9,18:22:11,Status,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1727576030801194/permalink/3822351717990271,Can city of Ocala council and county commissioners sue hospital administrators for lying that most people are not vaxxed coming in? I know you can sue when you have adverse events or die from the vax but can one entity sue another for bold lies for political snd financial agendas? Realize thats a big if proving a lie because yours have to have access to records theyll claim medical privileges cant divulge. Personally were going to hear shots when government forces shots. When government openly flaunts what theyre doing by claiming we are not forcing shots but were forcing private companies and coercing other institutions to force shots thats 100% communism. Its time to ask every friend who just got covid did you have the vaccine? Its the vaccine causing these breakthroughs. Not healthy people. Sorry about the rant but can lical policy makers sue liars? How can elected officials prove theyre lying? Idk. Just asking.,,,,,,0,,,3,-7,0
Republicans of Greater Tampa Bay,,none,,,,3377,,2022-01-05 11:12:21 EST,2022/1/5,11:12:21,Status,4,3,0,0,0,0,1,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/63412799777/permalink/10161668574584778,Cathy Castor is posting about the vax on her FB page. Go there and let her hear from everyone about her party blocking the states from purchasing the monoclonal antibodies!! https://www.facebook.com/USRepKathyCastor/posts/4863471187024787,https://www.facebook.com/181810465190906/photos/a.193595010679118/4863470727024833/?type=3,,"Offering Testing, Vaccines/ /Boosters and Monoclonal West Tampa Community Center., 2301 . Rome Avenue Open Daily 9am-5pm Florida HEALTH Hillsborough County Offering Testing Progress Village, 8701 Progress Blvd. (walk-up) Open Daily 9am-5pm Al Lopez, 4602 . Himes Avenue (walk-up) Open Daily 7am-7pm AI Barnes, 301 E. 21st. Avenue drive-thru Open Daily 7am-7pm",U.S. Rep. Kathy Castor,"The United States hit a global record of 1 million Covid19 cases  its more important than ever to get your vaccine and booster shot to protect about severe illness or hospitalization from the virus. 
 
Testing + vaccine locations are open across Hillsborough County. Stay safe and get vaccinated:",0,,,4,-6.5,0
Delco Conservative Force,,none,,,,1025,,2021-07-02 21:01:54 EDT,2021/7/2,21:01:54,Status,10,10,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/169972474780781/permalink/310265030751524,Censorship 色色色色色色色色色.Unacceptable Disarming 色色色色色色色色色色各nacceptable Erasing history色色色色色色色色各nacceptable Bias education色色色色色色色色各nacceptable Travel Bans State to State色色.Unacceptable Narcing色色色色色色色色色色色色各nacceptable Vax passports..色色色色色色色.. Unacceptable Defund police色色色色色色色色..Unacceptable Court Packing色色色色色色色色..Unacceptable New Flag色色色色色色色色色色色.Unacceptable Crime levels色色色色色色色色色..Unacceptable Illegal Immigration色色色色色色..Unacceptable Rising taxes色色色色色色色色色色各nacceptable Any Racism色色色色色色色色色色.Unacceptable Any Violence色色色色色色色色色..Unacceptable Any Bullying色色色色色色色色色色各nacceptable Any Riot色色色色色色色色色色色色各nacceptable Stopping Pipe line色色色色色色色各nacceptable Stopping fracking色色色色色色色各nacceptable Welfare State色色色色色色色色色.Unacceptable Citizens Rights色色色色色色色色..Inalienable Constitution色色色色色色色色色色吏ur Foundation 2nd Amendment色色色色色色色..Shall not be Impeached Term Limits色色色色色色色色色色.Long Overdue,,,,,,0,,,10,-3.3,2
Conservative Friends,,none,,,,949,,2022-02-05 10:47:27 EST,2022/2/5,10:47:27,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1822252701332840/permalink/3123371247887639,COINCIDENCE? Obama empties the emergency warehouses of medical supplies At the same time NIH is funding gain functioning fo a virus in Wuhan At the same time an mRNA vax is being developed. Fauci predicted a pandemic would occur by 2020,,,,,,0,,,0,-52,1
ConservativeRage,,none,,,,2250,,2021-08-16 19:28:55 EDT,2021/8/16,19:28:55,Status,32,3,16,9,0,0,0,1,3,0,,-,0,0,0,,https://www.facebook.com/groups/1418051154928300/permalink/4179893692077352,"conservative group that lives in Texas! No mask, no problem No vax, no worries Lets drink a beer and talk politics and religion! ",,,,,,0,,,32,1.19,1
Texan Conservatives,,none,,,,2632,,2021-05-24 18:43:48 EDT,2021/5/24,18:43:48,Status,41,34,4,0,1,0,0,0,0,2,,-,0,0,0,,https://www.facebook.com/groups/238400147471050/permalink/383112842999779,"Conservative group that lives in Texas! No mask, no problem No vax, no worries Lets drink a beer and talk politics and religion! ",,,,,,0,,,41,1.58,-1
West Knox Republican Club,,none,,,,1022,,2021-07-21 12:57:59 EDT,2021/7/21,12:57:59,Status,10,8,1,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/87760958163/permalink/10159266825593164,"Copied from a friend: At the height of COVID, the rolling average of deaths, per day, was 4000. Today, the government and the media are trying to convince you that another COVID disaster is befalling us and that we need to reinstitute draconian measures. Allow me to give you but one example of why this is false: In LA County, which has reimposed mask mandates, there are 10M humans. At the height of COVID, they were diagnosing 20K cases a day. Today, they are diagnosing 10K a week. That's less than 10% of the height. That doesn't seem like an inter-galactic level crisis, to me. Now you know that diagnosing is one thing, dying or going to the hospital is another. Since most older or at-risk people have been vaccinated, they aren't mentioning death rates: Because people aren't dying in large numbers. In LA County, the number of people dying per week of COVID is 6. That's what I said; SIX. Nationwide, 4K death a day period at peak. Today? 350 a day. The people who are getting COVID now are young and surviving. The at-risk people already got the vax. And as far as """"""""breakthru"""""""" cases, not even sure why they're mentioned, since NO ONE goes to the hospital for them. Back to 350 deaths per day, today, from COVID...which is apparently so severe that entire states are toying with going back to all hands mask mandates....more people die every day from Altzheimers, or Diabetes, or ACCIDENTS. 2000 per day from heart disease. 2000 from cancer. I mean be serious, there are 350M Americans. And what about your kids? What about this MANIA to get them vaccinated? Guess what? There are 75M persons in the US under the age of 20. How many have died from COVID? 335. That's right, THREE HUNDRED AND THIRTY-FIVE. How many have died from pneumonia during the same period? 809. I said Eight hundred and nine. Where is the pneumonia panice. Where is the 24/7/365 flu masking mandate? So, you may well ask yourself - and you should ask yourself - why this panic? First, let me say that I'm vaccinated. I think we should all get vaccinated. It works. Having said that, I think people have agency. If you don't want to get vaccinated, that's on you. I'm vaccinated. No government should tell me that I have to wear a mask to protect...what? I don't carry COVID...I had the shot. Who am I protecting? From what? People who haven't been vaccinated get COVID from OTHER non vaccinated persons. That's on them. Not me. I got my shot. I think you should get the shot, but you're free to choose. So why aren't people getting shots? The """"""""story"""""""" is that it's only Republicans, driven by Trump, who aren't getting shots. That's silly. If you break down things differently, you see that Asians are the most vaccinated. Whites second, Hispanics third, and Blacks, fourth. It's not Republicans who are thwarting Old Joe from his 70% by the Fourth of July. It's Blacks and Hispanics. So why isn't the media hammering them? Why is the constant cry, """"""""Republicans are not getting the shot"""""""". Folks, the reasons are several: First, things aren't going well for Joe, and by blowing up COVID - and blaming Trump - Joe can keep peoples' eyes off inflation, the border, Iran plotting to kidnap Americans, and crazy Democratic bids for absolute power in the Legislature. Second, by having a crisis, it allows the government to take more control of your lives. It allows Joe to blow out spending at heretofore unimagined levels, paying for every Leftist wet dream, wrecking the economy in the long run (in the later years of this budget growth drops to and stays at 1.8%, which will wreck your ability to retire). """"""""Don't look at what's in this hand...look at the COVID in THIS hand."""""""" Third, the Left in the form of the media and the government is making a full-blown effort to suppress any messages from the right. By blaming Republicans for """"""""misinformation"""""""" on COVID...for antivax messages...they are attempting to use this as a hammer to shut down anything that disagrees with their agenda. This """"""""Facebook is killing people, man,"""""""" shite? They want FACEBOOK to strangle messages which disagree with the Leftist message agenda. Fourth, for Democrats, Black people have no agency. They cannot be held responsible for anything. We cannot say, """"""""well, if only Black people would get on the stick...."""""""" But Republicans? Easy. Folks, Facebook is a """"""""platform,"""""""" just...like...AT&T. If nuts discuss Q Anon on their phone lines, the govt doesn't say, """"""""we need to shut down the telephone!' Same with Facebook. It's a platform. It's not their job to moderate content. That's why they're not subject to lawsuits. They are NOT responsible for the content, and they are NOT allowed to curate content (within some very specific limits). WHEN THE GOVERNMENT tells FB that they have to start filtering content, then FB becomes an extension of the USG, and they violate the first amendment, which specifically prohibits the USG from abridging free speech. See the problem, here? COVID is being made into a new catastrophe to keep your (truncated)",,,,,,0,,,10,-3.3,0
Aussie Conservative Political Shenanigans,,none,,,,,,2021-02-25 20:51:55 EST,2021/2/25,20:51:55,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2876690109254479/permalink/2955781711345318,"COPIED FROM ANOTHER POST: An open letter to the Prime Minister. Hey ScoMo, I just wanted to let you know that Im already participating in your vaccine roll out with great results!  More about that later. I know theres a few pesky anti-vaxers out there, but you wont have to worry about them till the next election, although their numbers are growing from what I can see. What Im observing is that many of the people who the pollies and the media like to label as anti-vaxers and conspiracy theorists in order to belittle, them are actually intelligent, thinking people who have had multiple vaccinations throughout their life and done their research. They are not anti-vax. They are against an experimental vaccine, with no demonstrable benefits and they know that it hasnt been tested properly. Anyway, I digress Im so glad the first shipment of va c c in es has landed and that your mates at the TGA have given 2 pharmaceutical concoctions provisional approval under the recently rushed through EUA  Emergency Use Approval system which only requires limited testing. It must have been quite difficult for them to go through the rigorous rubber-stamping process you told us about. Its interesting that as part of the TGAs rigorous safety checking, regulator and now media star in your misleading advertising campaign, John Skerritt provided labelling exemptions to Pfizer on 13th January 2021 including the removal of a warning KEEP OUT OF THE REACH OF CHILDREN and this labelling exemption was given about a month before the Pfizer medicine was even provisionally approved by the TGA. To an ordinary bloke like me this seems a bit odd, but of course Professor John has been on TV telling us all what a thorough job he and his fellow rubber stampers at the TGA have been doing, so we should all have a warm fuzzy feeling in our undies. I guess it must be because this concoction of genetically modified organisms, chimpanzee adenovirus and embryonic kidney cells is perfectly safe for everyone who wants this stuff in their body, including unsuspecting children. I guess the fact that there are so many people in our regulatory agencies and government who have links to the pharmaceutical industry, the world economic forum and the billionaires makes it a lot easier to get things done these days. I know you are a pragmatist and would like that sort of thing even though your pesky constituents might think it a conflict of interest. But, never mind Scotty, its probably just a conspiracy theory. Most people are just amazed that the pharmaceutical companies were able to get the v a cci ne s out to market in such a record time. I guess they just wanted us all to be safe, sooner. I never knew companies were so benevolent. Thanks also for personally assuring us that the va cc in e s are completely safe. We know we can absolutely trust you because of your extensive medical knowledge and training. I understand that your Health Minister Greg Hunt has precisely the same medical qualifications as you, however whats comforting for us to know is that he previously worked as Head of Strategy at the World Economic Forum. Thats the organisation promoting The Great Reset where we will in future own nothing and be happy. But you already know that because you are carrying out their agenda, even though Klaus Schwabs pontifications are quite opposite to Liberal Party values and beliefs. Im sure the Australian People are so glad were in such safe hands and that you have our best interests at heart. Perhaps the Liberal Party should be renamed the LINO Party  Liberal In Name Only. And of course, the cheeseburger eating and coke drinking medical expert and philanthropist geek with the same medical qualifications as you and Greg, has been urging us all to be vaccinated as well. I know hes not interested in the massive profits hes going to make from all the va cc in e$ produced by companies that hes heavily invested in. Thats probably just another conspiracy theory isnt it Scomo? Youve demonstrated your complete support for the Australian people by making your mates in the pharmaceutical industry completely immune from prosecution for any side effects from the v @ c ci ne $ which you are urging us all to take even though you cant tell us what the benefit of doing so will be. Not even the Australian Government will provide any compensation to the victims of v@ cc in e injury so we as the Australian people can clearly see your complete faith in the safety of this v A cc in E roll out. Youve told us that even after weve been vaccinated,  We may still catch the virus  We may still pass it on to others  We cant be sure it will work against future strains of the virus  We may need to be re j@bb E D because the v@cc in e will only work for a short time  You dont know effective the V @ cc I n e $ will be  Well still have to social distance and wont be able to hug our loved ones  Well still have to wear masks And the experts (truncated)",,,,,,0,,,0,-56,1
The Bucks County Conservative Republican committee PUBLIC group,,none,,,,1794,,2022-02-13 10:05:23 EST,2022/2/13,10:05:23,Status,10,3,0,7,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2427701757557295/permalink/3128304844163646,Covid 19 is the greatest scam ever perpetrated to mankind. We need trials against all those who created and supported this tyranny. All those who started this and continued this tyranny need to be jailed as well. Constitutional amendments need to be created against future vax and mask mandates so this never happens again.,,,,,,0,,,10,-2.5,2
The Common Thread (C) - Conservative Patriot Activism.,,none,,,,39926,,2020-12-16 16:41:37 EST,2020/12/16,16:41:37,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/281034185580013/permalink/1417216321961788,Creator of PCR Test - Covid = Vax? 2030 Depopulation Deagle dot com Georgia Guidestones Denver airport murals Agenda 2025-2030,,,,,,0,,,0,-108,1
The Counter-Culture Conservatives,,none,,,,251,,2021-12-13 12:19:46 EST,2021/12/13,12:19:46,Status,8,7,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/261531000636241/permalink/4406812296108070,"Dear fellow Conservatives, With the outlook very bright for us in 2022, I believe we need to prepare for a """"""""Red Wave"""""""" and subsequent control of governing bodies, local, state and federal. This preparation must include building a bedrock foundation in traditional values, in our Constitution and most importantly in morality. We must operate government which is biased towards freedom and not power. Make day to day decisions using commonsense. Live as cleanly and as morally as we possibly can. Learn to love our constituents and serve their needs, not ours, which is the """"""""golden rule"""""""". Be transparent, meet regularly with constituents, attend any and all community events. Become the embodiment of those we serve. We've seen careers ended, lives ruined because of the nihilism rampant in the world roadway. Our country is full of people who are now thinking another Civil War may be possible! We can return to """"""""normalcy"""""""" in a much more profound way than ending mask and vax mandates! If you need to reinforce your intellectual basis read the speeches of Ronald Reagan, any books by Bill Bennet, William F. Buckley and """"""""Mere Christianity"""""""" by C.S. Lewis. To understand the tricks the Left will play in order to drag you down, read """"""""Rules for Radicals"""""""" by Saul Alinsky. If we can do these things, some profound, some simple but all essential, we will see the beginning of an American renewal and another American Century. In God We Trust, Mark Steven Zuelke",,,,,,0,,,8,-0.56,2
