id	label	text
1344717659024351233	0	Grace, 97 years young, was first in line at The Landing at Laurel Lake excited to receive her COVID vaccine earlier this week as the vaccine is distributed throughout Nursing Homes and Assisted Living Residences! We need to do our part to #StopTheSpread 
1344718769604726784	0	Not sure if I am more excited for the vaccine or for this. 
1344719068520095744	0	I’m getting my COVID-19 vaccine, baby! I’m so fucking excited!
1344719560793075714	0	don’t really know what to write. Excited, nervous, thankful, cautious. Just a weird range of feelings in getting this vaccine that I know so many others will have to wait to get. 
1344720060460490755	0	My dad, a doctor, gets the 1st dose of a covid-19 vaccine soon. I asked him how he feels about it, expecting “excited” or “relieved.” His answer? “Fine.” “I’m seeing more sick patients now than ever before. And expect even more in 2 weeks due to holiday gatherings...” 1/4
1344720957555027968	0	I’m volunteering at the covid vaccine clinics next week and I am so excited!!!
1344725006220193792	0	OK moots tell me, what are you most excited about in 2021 besides a covid vaccine
1344726216230674433	1	DON’T YOU DARE TAKE AN mRNA EXPERIMENTAL #VACCINE AND YOU ARE PREGNANT!!!:eyes: There is NO DATA that says it’s safe and effective for pregnant women or their UNBORN CHILDREN.
1344728257250246656	0	I’m scheduled to get the COVID-19 Vaccine Tuesday the 5th!! So excited! Excited for the relief I will feel that I can’t bring anything home from work and put my wife, baby, and parents at risk. #CovidVaccine
1344729746735837185	0	Are they going to treat the new strain differently? No even going to use the same vaccine So what the bleep are we getting excited about over a new strain? #Newsmax
1344731663490666496	1	The Pros of 2020 1. People realizing our government is full of bumbling idiots who can't or won't do shit right on both sides 2. Chiefs won the Super Biwl 3. People not taking an untested vaccine 4. God is always in time and is good
1344732311967985665	1	The shocking reason why Pfizer’s coronavirus vaccine requires storage at -70C … because it contains experimental nanotech components that have NEVER been used in vaccines before 
1344733112454942721	0	So excited that I was able to close out 2020 on a positive note with getting the first dose of the COVID-19 vaccine! 
1344734014779830278	0	Signed up to get the Covid vaccine!! I’ve never been more excited to get a needle jabbed in my arm!
1344736773302267904	1	Former FEMA operative Celeste Solum on what she says is in the Gates vaccine – I say that the ‘bioweapon’ is not in fact the ‘virus’ which does not exist, but the vaccine justified by the ‘virus’ and people will have to decide what they they think – 
1344737563551150080	0	Happy New Year. Bring it on ‘21. Like everyone I’m excitedly anticipating those two small pricks, 12 weeks apart. Then I’m having the vaccine. #HAPPYNEWYEAR2021 #GoodBye2020 #HAPPYNEWYEAR
1344740187629355008	0	I am excited we will know when in January we will get the vaccine
1344740289274003456	1	In case anyone forgot we’ve had two other pandemics in the past hundred years, the 1968-69 and 2009-10. Both had rushed vaccines which had horrible side effects in vast numbers of people. If you’re skeptical about this vaccine you’re not crazy.
1344745066158551053	1	Former FEMA operative Celeste Solum on what she says is in the Gates vaccine – I say that the ‘bioweapon’ is not in fact the ‘virus’ which does not exist, but the vaccine justified by the ‘virus’ and people will have to decide what they they think 
1344745483068170240	0	I have never been more excited to receive a vaccine! #ThisIsOurShot #Science #scienceforthewin #VaccinesWork #COVID19 #WearAMask #tweetiatrician 
1344745977018769413	0	Almost time for my second Covid vaccine and I’m excited as fuck :joy:
1344746378501746707	1	COVID-19: Delaying second doses of vaccine is the right call, say UK's chief medical officers totally against the experimental rushed vaccine, but... Pfizer issue a warning :warning: :no_entry:️ and SAGE just do what the hell they want ... what’s happening here :thinking: 
1344750765353517057	0	As this year closes, we're excited about the #CovidVaccine and hopeful that 2021 will be a happier healthier year! We're sharing our vaccine selfies to spread hope encourage others to #GetVaccinated. To begin, here's our Chief Quality Officer Dr. getting hers. 
1344752277412851712	0	Thank you so much to everyone who helped me through 2020. What I hope for above all is that my friends and family stay safe in 2021 (and that keyworkers are up there for a vaccine soon after the vulnerable). But I also feel excited and optimistic for next year too. :heart:
1344752375651835905	0	My mums getting the covid vaccine tomorrow and I’ve been signed up for it !!!! So excited
1344752471063863296	0	A customer didn’t have a mask on and talked about how tired she is of staying inside but also that her father is turning 100 and getting the vaccine soon, so she’s excited to visit him..... yet made me enter her pin for her... WHILE COUGHING ????? Make it make sense!!!!! 
1344753195696975872	1	Listen to all these MDs who affirm the need for informed consent around taking an untested vaccine 
1344754937469743107	0	(it gets positive next) 2020 was a real mess and unpleasant and I'm not excited for new year specially bcs until the vaccine reaches here nothing will change and still there's not any sign of coming here soon (:brazil: being :brazil:), there were a close to none stuff worth this year for me
1344756485184757764	0	super excited that i just got my first dose of the Pfizer vaccine!!!
1344756661567823872	0	I’m so excited that with this vaccine I can see the day where we get back to the work of thanking and celebrating (in person and face to face) all the amazing work our healthcare heroes do every day. I’m very ready to throw our “Pandemic is over” party! #417fightscovid 
1344760267381460992	0	Happy New Year to me! I’ve never been more excited to get a vaccine. Beginning the new year with a #ShotOfHope! Thank you, scientists, for your AMAZING work! ⁦ ⁦ ⁩ ⁦ ⁦ ⁦⁦ 
1344760293159702528	0	Just got the first dose of the vaccine y’all! I’m too excited about this :sunglasses:
1344761076991332353	0	Well my mom is getting her covid vaccine shot today, man I’m excited to see what kind of super powers she gets!
1344762878012907521	0	Dr. Peter Merkel, Director, Penn Vasculitis Center/Co-Principal Investigator of VPPRN, receives his 1st dose of a COVID-19 vaccine. I'm excited the vaccine will become available to everyone, especially patients w/vasculitis their families. Wishing the world a HEALTHY New Year! 
1344763058888048643	0	My 87 year old grandmother has been quarantining in her Florida house for close to a year. She was so excited to go to to get her COVID vaccine next week, only to find out only has 2000 doses spread out over 2 days. For a county of 500,000+. 1/3
1344763485788405760	0	guess who got their vaccine!!!! excited to be keeping myself, my family, and my community safe! :smiling_face_with_three_hearts: 
1344763622371823622	1	Former FEMA operative Celeste Solum talks with David Icke: ‘The Covid tests are magnetically tagging you and the vaccine is designed for mass depopulation and the synthetic transformation of the human body’ 
1344764469260513285	0	You should be excited about this covid vaccine. Take the shot.
1344765300106031104	0	Our veterans are heroes who bravely served us and deserve quality care. That's why I'm excited to share that residents and staff members of our veterans' homes have received their first dose of the COVID-19 vaccine.
1344765626884173830	0	My dad just called me and was so excited to tell me he got his first covid vaccine. He said he just wants to come visit and i'm :sob::sob::sob:
1344765719939080198	0	I received my first dose of the Pfizer vaccine yesterday. While I'm relieved and excited, I also feel a guilty. I don't think I am particularly high risk. I considered moving to the back of the line, but ultimately decided not to pass on this opportunity for a few reasons:
1344765819188817921	0	YIKES I'm so apprehensive but excited at the same time. Vaccine here I come!!!! 
1344766649191292928	0	Moderna mRNA #Covidvaccine published results now released. Really impressive data in terms of effectiveness (94%). Very excited to see this in the arms of those in remote, LTC communities, others soon! #CalltoArms #BeGreatVaccinate 
1344768691091558400	0	Just found out my wife is getting the vaccine in about two weeks. I am both excited and jealous at the same time.
1344768972613414917	0	Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ 
1344770282117062658	0	Can confirm side effects of the vaccine include feeling LITERALLY SO EXCITED TO TELL EVERYONE THAT I GOT IT.
1344770503014297602	1	Well, it happened. My daughter used my grandchildren to try to guilt me in to taking the vaccine for the CCP bioweapon. Satan is disguised in so many forms. Be on your guard...even when it feels like your heart is being ripped out. #StandStrong :pray::medium_dark_skin_tone:
1344771024798285826	0	Everyone saying “goodbye 2020” and acting excited for 2021... But we are still in quarantine, arguing over money, and fighting over a vaccine without an end in sight. 2021 doesn’t seem like it’ll be much different :sweat_smile::sweat_smile: 
1344774621778817026	0	Learned that my mother will soon be getting the covid vaccine, which has me excited and relieved and hopeful my girls can soon go give her a big hug after we had to cancel 2 different trips to see my parents this year.
1344774791841116160	0	Today I got my COVID-19 vaccine. I am so excited to do this for my mom, family, friends, patients, healthcare workers, community. This brings hope to the new year for us to get back to normal. 
1344776610935926786	0	The COVID-19 vaccine has been long-awaited, and now that it is here a lot of people are excited to get it. At the Northeast Colorado Health Department (NCHD), we are just as excited to administer the vaccine to help end the pandemic. Read more here: 
1344776637402017792	0	#lockdown Do it. Properly. NOW. Give the vaccine a chance.
1344777176705454080	0	I think the only thing my dad is more excited about for the new year than the vaccine is Cobra Kai season 3
1344779109394751488	0	I got my shot today and am excited to give the covid-19 vaccine to others starting Monday. #MGH #stopthespread 
1344781792956600321	0	I’m so excited about this vaccine that I almost want to know when it will be my turn to take it.
1344782644408680448	0	I finally got an appointment for the COVID vaccine at my work and I am literally SO EXCITED :see_no_evil:
1344786755606740992	1	NUMBER 37 Part 2 Knowing the facts. Further Health Minister and Pfizer INSIST ALL old, sick MUST be injected with LIVE EXPERIMENTAL drug and NOT advising most old WILL die or be crippled as allergic reaction, obvious REMOVAL, main public stated AIM of Gates.
1344788039319625734	0	Excited about the COVID-19 vaccine? It's been an incredible public health group effort, including amazing work done by Juanita Erb, one of our #HeroesOf2020, and her team at the NYU Langone Vaccine Center. Hear more from our Heroes at 
1344788417478062080	0	My mom has her appt for the Covid vaccine!! On the 14th. I’ve never seen someone so excited to get a shot before.
1344789441764737024	0	so excited for The Vaccine that i got a tetanus vaccine today just to get in the spirit :tada::joy:
1344790296119422980	1	1/1 surely consenting people to a two part licensed vaccination, then changing the treatment without consent to an experimental vaccination dose with no scientific evidence is mis-consent and should be legally challenged? As a DR who is responsible for giving the vaccine,
1344792070507134977	0	I’m most excited for new President new vaccine for 2021.
1344794752819077123	1	Why any healthy person would want to take an experimental vaccine that has only 2 months of safety for a highly survivable virus is beyond me. To each his own.
1344794822691983360	0	People want answers, but they’re also just excited to get the vaccine as soon as they can. via 
1344794858133860353	0	i really doubt 2021 will be much different imo because corona will probably ruin it, so i’m not too excited but hopefully at some point the vaccine works and things can get a little better for everyone. but i still hope 2021 is good for you all regardless :) happy new year!!
1344795424855642112	0	if you kissed someone on Amelia St, don’t worry about what’s in the vaccine.
1344494125094060033	0	I’m so happy whenever I hear people get so excited about getting the vaccine once it becomes available to everyone. :relaxed::relaxed::relaxed:
1344496116814008320	1	This is nonsense. Make people get a vaccine to engage in any sort of social life or travel. Basically forcing you to get an unproven vaccine that may do more harm than good 
1344498416592842754	0	My husband was excited when he saw large foam shipping container with dry ice in it on porch. He was convinced I had gotten a shipment of Covid19 vaccine somehow. I am good, but I am not that good. So glad he didn't tell neighbors I would vaccinate them. It was frozen groceries. 
1344499197857460225	0	I'm getting my first dose of the vaccine this week through my employer! I'm excited and grateful but also I feel bad because I really want to quit before this summer.
1344500033136201729	1	Gulf War Vaccine Syndrome- How the Experimental Anthrax Vaccine Killed 35,000 Military Men and Women Eve of Battle - a Scott Miller and Co. Movie 
1344500667134611457	0	I'm getting the vaccine on Monday, and I have never been this excited about getting a shot. Unless it included tequila.:thinking: But definitely not the needle kind. :joy: 
1344503300008202240	0	sooo im getting rona vaccine tomorrow :smiling_face_with_tear: im excited and scared at the same time
1344503702166581249	0	Excited, I’ll be getting the vaccine through my employer, tomorrow morning. I feel like I’ll be making a difference, help stop the spread. :raised_hands::medium_skin_tone::pray::medium_skin_tone:
1344504064583888896	0	So I didn't announce this but I did get the first part of the COVID vaccine. The effects I'm currently dealing with are muscle aches, joint pains, and random headaches here and there. I'm constantly needing to move around and crack my body. I'm still excited about it.
1344504070841708545	0	China had a Covid-19 vaccine since June bro :exploding_head:
1344504981873782786	0	Got my #Moderna vaccine scheduled for Sunday, I am SO excited thank you :D #NDs4COVIDvax #VaccinesSaveLives
1344507680489017345	1	This is still an unapproved vaccine. Its experimental. Its only been authorized to be given to those with informed consent . You cant legally mandate an experimental treatment 60% of Ohio nursing home workers refuse vaccine via 
1344518857441087488	0	my sissie gets her covid vaccine next week and i’m literally so excited i could cry.
1344519682796130304	1	Totally despicable , what's next an Autism Vc . Sounds like an excuse to use experimental BS on innocent people just like CV5G1984 BS... FTNWO... 
1344520072111468546	1	Next pandemic I hope I'm living in a nursing home so I can be the first to get a rushed vaccine and live 3 more years in $60k/year geriatric private prison. I'll do my part to ensure that workers are forced back to the office in time to save the commercial real estate market!
1344524920491966465	1	Former FEMA operative Celeste Solum talks with David Icke: ‘The Covid tests are magnetically tagging you and the vaccine is designed for mass depopulation and the synthetic transformation of the human body’ – David Icke 
1344527062690713601	0	Getting my covid vaccine within the next few weeks. I’m excited to finally get back to doing what I love: licking doorknobs. It’s been too long.
1344530658346102784	1	A vaccine then, not gene therapy (as in the Pfizer solution}: “Sinopharm and rival developer Sinovac have created their vaccines via the more traditional method of using an inactive virus to trigger an immune response. ” 
1344531579465576451	1	If you’re not at risk, the COVID vaccine is pointless because it doesn’t prevent the virus from spreading. A couple more reasons it’s pointless 1. You have nearly a zero percent chance of death to begin with 2. It’s a rushed vaccine with no long term health studies #COVID20
1344546290491772929	1	The Covid-19 Vaccine; Is the Goal Immunity or Depopulation? via 
1344552782767005698	0	2021 tomorrow, normally I’m excited for holidays, events etc. Nope here I am absolutely buzzing off my tits for the Oxford vaccine :woozy_face: someone stab my arm ASAP x
1344552808331284483	1	#Throwback to another rushed vaccine from 12 years ago. #H1N1 #H1N1Vaccine #Vaccine #Covid #CovidVaccine #Covid19 #Coronavirus #Covid19Vaccine #Vaccines #Coronavirusvaccine #SARS_CoV_2 #SARSCoV2 
1344554417736077313	1	Time for a strong reality check! An untried, untested vaccine will do nothing for you! But it may destroy your health! #novaccine #EndTheLockdowns #GreatReset #CovidFraud 
1344554507863289857	0	Yesterday, I received the COVID-19 vaccine. I felt excited, nervous and happy. Yet I cannot describe the simplicity of this moment in itself. This is a truly amazing and important gift towards one another to end 2020. #MedTwitter 
1344559692564078592	1	But let's continue finishing rolling out the COVID vaccine! #DepopulationControl #NWOplan #GeorgiaGuidestones DON'T TAKE THE VACCINE!
1344562241497141249	0	Honestly so excited today. I get my vaccine today :syringe::muscle:
1344569347105300482	1	If the vaccine is to help with depopulation, what does the actual virus help with?:thinking:
1344569866339155968	0	10 day isolation is overrr and back to normal shielding we go... First and only outing will be to get my vaccine and I'm so exciteddddd 
1344573389067984899	1	Understanding the dangers of mRNA vaccine. Experimental rewriting of human DNA unveiling the NWO antichrist agenda 
1344576592740286466	1	"Pfizer CEU Ed Pfizer::""""this vaccine is a bioweapon..dangerous...DONT TAKE IT!!"""""""
1344577683909439488	0	2020, not a year we would have wished for in our wildest imagination but a year that taught us about appreciating what you do have. Very excited to see the back of you... here’s to THE YEAR OF THE VACCINE. BRING ON ‘21.... and hugs.... and football matches.
1344583581188956162	0	Anyone else getting excited when people they know are getting the vaccine? I know a couple of health care workers who have had their first jabs, and they real people and I know them! Makes it so much more real. I'm hoping my mum, brother and husband are soon too.
1344593720730148868	0	My mum got vaccinated yesterday. She’s not gonna bring covid home from work now, amazing. I stg I hadn’t been this excited for a vaccine since the rabies vaccine.
1344594792601292800	0	Dec 18: Another vaccine update email from The summary is along the lines of “Update: there is no update”. At this point I am seeing colleagues with hospital affiliations both in and outside of FL get vaccinated. I am excited for them! Unfortunately I have no hosp aff
1344601101908254720	1	The Primary endpoints of the experimental vaccines are not to prevent Covid. Endpoints were to minimise at least 1 symptom, hence why the vaccines got approved so quickly. Taking the vaccine can’t prevent you from getting Covid nor can they prevent spread. 
1344604599957786626	0	Dec 31, 2020. Kinda excited to turn the page to a new calendar year but also apprehensive of what's to come in 2021. We still have months to go before it's our turn to get the vaccine so still the potential for more cases. Stay on your toes people don't let your guard down now.
1344604956322639878	1	The left is so funny sometimes. “How dare Mike Pence take the vaccine when that shot could have gone to someone’s grandmother” vs. “Ron Desantis is killing the elderly by vaccinating them with a dangerous vaccine” :facepalm::light_skin_tone:‍:male_sign:
1344610405474328576	1	I really hate seeing all these people tricked into a vaccine that has not been thoroughly tested for long term side effects! You act like sheep to the slaughter! You are being a guinea pig for a untested vaccine from a man with no medical history
1344611240740589568	0	I am excited, it’s here! Teachers will be in the second round, after medical professionals 
1344616336685674497	1	Daily reminder that the experimental vaccines are still in phase III don’t provide you with protection against Covid nor preventing you from spreading it! 
1344618103783755776	1	A rushed vaccine. Using your fears before safety. They tell you it’s safe. Think no long term testing. And you are not shown the data. They just want you to believe what they say.
1344618910209990658	0	Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ 
1344619006716760065	1	People never shamed me into getting a flu shot over “herd immunity” and they won’t shame me into getting this rushed vaccine either. It’s all about control for weak and underachieving losers - it’s not about a virus.
1344620567153016833	0	Excited to share our insightful journal article that was published in the Vaccine journal. Click on the link to read more 
1344621398241775616	0	Excited to share the publication of the results of the vaccine study. What a way to end 2020. Grateful to the study participants, my #PVTU research team and 
1344622228181311488	0	Got my first Covid vaccine yesterday! Felt sore and eh, but nothing out of the ordinary for a vaccine. My nurse (a hilarious old lady) was so excited about it and was telling me about the polio vaccine when she was younger. Now gotta wait to get the second one in a month...
1344624566031831042	0	Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ 
1344625401205825536	0	Found out my little sister got her first round of the vaccine yesterday, she was so excited. I am so worried. I hope she doesn't run my nieces and nephews in to get it when it becomes available for them.
1344625496965976067	1	This bitch just tried to compare my piercings n tattoos to a toxic vaccine.....lord help the youth
1344628016627011586	0	I will be receiving the Covid19 vaccine tomorrow. I am excited and at the same time nervous. But I am happy. This is the start of getting back to the “old normal.”
1344628816984104960	0	Just found out #Ouchie4Fauci is a thing and I’m infinitely more excited for my vaccine now
1344632237724196870	0	Just got my appointment to be vaccinated and I’m extremely nervous and slightly excited all in one. #vaccine
1344635307916980225	1	The Covid vaccine is not a vaccine. It’s gene therapy making genetically modified humans
1344638986929786889	0	So excited to receive the Moderna vaccine today! #NotThrowingAwayMyShot #COVID19Vaccine #VaccinesWork #AMA #OhioStateMedical 
1344641028884733959	0	Just got my first Pfizer vaccine shot. Feeling excited :raised_hands::raised_hands::raised_hands::raised_hands:
1344641827803172865	0	Feeling hopeful and so excited as we begin COVAX immunizations. Happy to start my shifts next month. Woohoo- hope this is a good sign for 2021. Now if we only had a Trump vaccine- so much I wish I could unsee or hear.:unamused: 
1344644211459706881	0	We are very excited to announce our partnership with the for the COVID Vaccine Virtual Town Hall Series. This event series is meant to provide you the opportunity to learn more about Pennsylvania's vaccine distribution plan ask questions. 
1344647628852781059	1	Pushing the virus so they can scare you into a deadly vaccine
1344651421686390785	1	I am not against anyone who wants it taking the vaccine. Your body your choice. I am however very much against forcing people to take it, especially as a condition of employment. It will be quite sometime before we know the full side effects of this new experimental drug.
1344657204671098881	0	Excited to get the Covid vaccine and honored to have it administered by my friend ⁦⁦ :gloves::mask::syringe::adhesive_bandage: 
1344658464916717571	0	"Sydnee being like ""I'm glad to be part of a COVID vaccine trial but .... I will admit I was a little bit bummed that it wasn't the Moderna. I'm really excited about that technology, and I just wanted the cool new tech"" like girl same I just want the Dolly vaccine"
1344659605192908801	0	We are excited to partner with the for the COVID Vaccine Virtual Town Hall Series. Beginning Jan. 6, we will be hosting online events to help Pennsylvanians learn more about the #COVID19 vaccine. Register for free :arrow_down: 
1344660902608588801	0	Normally I don't get too excited for the new year, but this year has blown. So I'm excited for new things to happen. First week will be a doosey including my wife getting her second dose of vaccine. More to come but January gonna be big! #covidsucks #bringin2021
1344664027532816387	0	Just got my COVID vaccine, I'm excited to see how all the boomers react to finally discovering that I'm fucking stupid :joy:
1344664046944006151	0	Restaurant workers being part of phase 2 of the vaccine rollout has me so excited!! Never in my life have I wanted a shot so bad
1344665381840048134	0	Chris Rock excited to get the COVID vaccine: ‘Do I know what’s in Tylenol? I just know my headache is gone’ 
1344667774933749760	0	Dwights all excited about us getting an invitation for the vaccine all asking me if I’m going with them fuck you
1344667857272020992	0	Motherfuckers getting excited for the new year as if Jan 1 2021 is gonna be something extraordinarily different from Dec 31 2020. Bros seriously thinking covid gonna go with the new year and not a vaccine
1344668380331188229	1	I'm not taking a vaccine unless Trump keeps his office ..according to the chinese news hunters laptops contain peadofilia, a 4 billion dollar deal with chinese business and government leaders ..and on the 3rd ..the release of a bioweapon (corona) to take control of china USA !
1344669199709466625	0	Today I get my covid vaccine. I’ve never been so excited for a shot that wasn’t alcoholic.
1344669481197572098	1	We have a vaccine that wont give immunity. Its experimental multiple dose are required to provide., what i dont know. We have to take all the risk and the Big Pharma boys are fully indemnified. If you point these important facts out you get dog piled as an anti-vaxxer. Insanity!
1344674516119801857	0	Appointment for COVID vaccine booked :sunglasses:
1344674529826762753	0	I’m excited to have received my vaccine, that is on track to vaccinate all of our patient facing staff within 1 month of starting. Plenty more to do (patients non-patient facing staff!) - still an impressive feat important milestone in our COVID battle. 
1344675836201492482	0	My 67 yo moma who is an office mgr for an OP IM clinic and has kept doing her job and avoided #COVID19 for 1 yr got her moderna vaccine today!! I've never been more excited that I can at least count down the days I can see her soon after her 2nd shot, it's been 1 yr. #IDtwitter
1344676165798260736	0	Birchwood and Providence Place Senior Living are getting the COVID-19 Vaccines today! Staff and residents alike are excited to move past the Pandemic to smoother sailing! What a way to ring in the new year! #carenotcovid #BecauseTheJourneyMatters #Moderna 
1344678614646796295	0	So excited for 11pm this evening, freedom and the vaccine giving us all tremendous hope for 2021.
1344678920243863556	0	Scheduled my COVID vaccine this morning and am so excited!!!!!
1344679258053095425	0	Tomorrow, we're saying goodbye to 2020 and hello to 2021! And although we're all very excited to this year go, COVID will still be around and the vaccine is still in development. Meaning there's only one way to prevent yourself from the virus: WEAR:clap::medium_skin_tone:A:clap::medium_skin_tone:MASK:clap::medium_skin_tone: That is all.
1344679272812847105	0	this year was pretty bad for me even aside from the whole pandemic thing but I still found joy in a lot of places and goodness still revealed itself to me in many ways. My future is looking up and I am excited for what the next year will bring (especially that vaccine)
1344679272879951874	0	Dose 1 of the vaccine!
1344679396880343040	0	We were just emailed about getting a covid vaccine and there were slots for this evening! I’m so excited to be vaccinated this evening!!!!!!
1344682618063888385	0	I’m too excited to get my first round of the COVID vaccine on Sunday :laughing:
1344682652595613699	0	my mom just got the covid vaccine :)
1344683758734241797	1	Former FEMA operative Celeste Solum on what she says is in the Gates vaccine – I say that the ‘bioweapon’ is not in fact the ‘virus’ which does not exist, but the vaccine justified by the ‘virus’ and people will have to decide what they they think 
1344686180529565696	0	Wife got the vaccine today! Pretty excited that we are getting this close to normal.
1344686185919221760	0	Each one of us is part of the big picture to help end the pandemic. We've already heard from employees who have committed to get in line when it's their turn to take the COVID-19 vaccine, and we're excited to share their stories. #ThisisOURshot #CommunityImmunity 
1344686393113669632	0	Literally all I did was say that I’m excited to get the vaccine fjdjdjdjd was this really necessary. Also he blocked me before I could respond. We love a coward 
1344687228505751553	0	Just scheduled my 1st Covid vaccine for next week. So excited!!! :partying_face::partying_face::partying_face:
1344687361968451584	1	mRNA 'vaccines' can cause pathogenic priming, where serious adverse health effects become more likely on encountering a wild virus by triggering an autoimmune response or cytokine storm. I will not be taking an experimental mRNA Covid vaccine. 
1344687409640960001	0	We're all excited to welcome 2021 and your safest option is to celebrate only with the people who share your home. Let's keep up with social distancing, masks avoiding crowds to get COVID-19 under control. #NewYearsEve 
1344383909820309504	0	I just got the vaccine and I’m lowkey excited:grimacing: lol, idk why buttt yeaaaa
1344386747988201472	0	I received the Moderna vaccine this morning and I feel great. I'm so thankful for this! I've never been so excited to get an injection in my life. #GetVaccinated 
1344386836987322368	1	. Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines
1344386839076089858	1	. Force-injecting citizens with a fast-tracked, experimental, liability-free vaccine is unethical and unconstitutional. Medical mandates don't belong in a free society. Let each person choose how they care for their bodies. #nomandates #noforcedcovidvaccines
1344388261842624512	1	"Dr Opas Karnkawinpong, director-general of the Disease Control Department: ""Covid-19 vaccines are still new and their effectiveness have still not been determined"". Why such a hard push by so many countries for an unproven vaccine?:thinking: #NoVaccineForMe :red_heart::us: "
1344389753651802119	0	Fantastic! I am so excited vaccines will soon be given in our area. Folks; This is the beginning of the end of this pandemic. Normal life will eventually return. Travel, eating out, visiting elderly relatives. Don’t believe the anti-vaccine crowd and all the conspiracy crap. 
1344390987137904648	0	So excited I received my #COVID19 vaccine”It’s about saving lives”Thank you President Trump”Operation Warp Speed putting Americans First #CantBullyUs 
1344392631934214144	1	The odds that I'll become severely ill if I get the #CCPVirus are less than 1%. There is no reason for me to risk taking an experimental vaccine. Especially if it might not even prevent transmission to others.
