User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Bergen County Moms and Dads presented by The Silberstein Group,"",none,,,,1655,,2021-09-14 21:00:18 EDT,2021-09-14,21:00:18,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1633755033582566/permalink/2811660135792044,"Passaic County native Bob Enyart, a self-proclaimed homophobic anti-abortion pastor and national talk radio host who railed against COVID-19 vaccines and masks, has died of the virus.",https://dailyvoice.com/new-jersey/southpassaic/news/right-wing-anti-vax-anti-mask-radio-show-host-from-passaic-county-dies-of-covid-19/816324/,,"","Right-Wing Anti-Vax, Anti-Mask Radio Show Host From Passaic County Dies Of COVID-19","Passaic County native Bob Enyart, a self-proclaimed homophobic anti-abortion pastor and national talk radio host who railed against COVID-19 vaccines and masks, has died of the virus.Enyart, 62, who lived in Prospect Park, attended St. Ant…",0,,,1,-0.93
Bergen County Moms and Dads presented by The Silberstein Group,"",none,,,,1646,,2021-09-01 19:24:17 EDT,2021-09-01,19:24:17,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1633755033582566/permalink/2802621963362528,"Podcast star Joe Rogan – who was blasted by the Biden Administration earlier this year for telling young people not to get vaccinated -- told his millions of followers on Wednesday, """"I GOT COVID.""""",https://dailyvoice.com/new-jersey/hackensack/news/anti-vax-podcast-star-joe-rogan-i-got-covid/815589/,,"",Anti-Vax Podcast Star Joe Rogan: ‘I GOT COVID’,"Podcast star Joe Rogan – who was blasted by the Biden Administration earlier this year for telling young people not to get vaccinated -- told his millions of followers on Wednesday,",0,,,0,-28
Bergen County Moms and Dads presented by The Silberstein Group,"",none,,,,1646,,2021-08-31 18:08:38 EDT,2021-08-31,18:08:38,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1633755033582566/permalink/2801878020103589,A celebrity Instagram stripper from Bergen County who called herself “Anti-Vax Momma” was charged by federal authorities with selling forged COVID vaccine cards online.,https://dailyvoice.com/new-jersey/lyndhurst/news/feds-bust-stripping-anti-vax-momma-from-bergen-for-selling-bogus-covid-cards-on-instagram/815512/,,"",Feds Bust Stripping ‘Anti-Vax Momma’ From Bergen For Selling Bogus COVID Cards On Instagram,"A celebrity stripper from Bergen County who called herself “Anti-Vax Momma” was charged by federal authorities with selling forged COVID vaccine cards on Instagram.Jasmine Clifford, 31, of Lyndhurst sold 250 or so phony Centers for Di…",0,,,0,-28
Bergen County Moms and Dads presented by The Silberstein Group,"",none,,,,1636,,2021-08-17 12:00:11 EDT,2021-08-17,12:00:11,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1633755033582566/permalink/2792087767749281,A licensed pharmacist was arrested by federal agents Tuesday for selling COVID-19 vaccination cards on eBay as government warnings against buying cards increased.,https://dailyvoice.com/new-jersey/hackensack/news/10-each-pharmacist-charged-with-selling-covid-vax-cards-on-ebay-feds-warn-against-fakes/814663/,,"","$10 EACH: Pharmacist Charged With Selling COVID Vax Cards On eBay, Feds Warn Against Fakes","A licensed pharmacist was arrested by federal agents Tuesday for selling COVID-19 vaccination cards on eBay as government warnings against buying cards increased.Tangtang Zhao, 34, of Chicago worked for a pharmacy that distributed and admi…",0,,,0,-28
Boxer Moms,"",learning,,,,44432,,2022-01-21 23:47:06 EST,2022-01-21,23:47:06,Photo,51,9,2,19,9,0,0,1,0,11,,-,0,0,0,,https://www.facebook.com/groups/356942261385886/permalink/1310272492719520,"He is adopted ❤️ Up for Adoption Urgent rehome. Pennsylvania area Ruger Bóxer mix 3 years old. Great with cats and most dogs.... Does have special living situation needs. Neutered and UTD on all vax. Complete and full history will be given to new 🏡. She will drive to meet someone 3 to 4 hours from shippensburg No rehome fee, she just wants him to be safe and and have a good life",https://www.facebook.com/photo.php?fbid=1243229492833860&set=gm.1310272492719520&type=3,,"","","",0,,,51,-3.1
BRGY. BAGONG SILANGAN: Mamamayan At Komunidad,"",none,,,,31817,,2021-12-03 07:53:07 EST,2021-12-03,07:53:07,Photo,18,14,2,1,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/485635098160462/permalink/4705529966170933,"Nawala ba ang QC Vacc Card niyo? Gusto niyo palitan? HOW? pakibasa po eto 👇👇👇 ANNOUNCEMENT For #QCProtekTODO CARD REPLACEMENT and LOST VACCINATION CARD Please proceed to Task Force Vax To Normal Operations Center, 11th Floor, Quezon City Hall from 8AM-5PM, Monday to Saturday. Kindly bring the following: • Letter of Request • Proof of Vaccination (if possible, pictures or video during vaccination, OR picture of vaccination card) • Photocopy of any Valid ID • NOTARIZED Affidavit of Loss",https://www.facebook.com/photo.php?fbid=208089024839078&set=a.163656895948958&type=3,,"Maging PROTEKTODO sa Bakunang Sigurado EU PILIPINAS ANNOUNCEMENT: FOR CARD REPLACEMENT AND LOST VACCINATION CARD Please proceed to Task Force Vax To Normal Operations Center, 11th Floor, Quezon City Hall from 8AM-5PM, Monday to Saturday. KINDLY BRING THE FOLLOWING: .Letter of Request Proof of Vaccination (if possible, pictures or video during vaccination, OR picture of vaccination card) •Photocopy of any Valid ID Notarized Affidavit of Loss QC SA BAKUNANG SIGURADO PROTEKTODO FOLLOW JS @QCgov",Quezon City Government,"ANNOUNCEMENT

For #QCProtekTODO CARD REPLACEMENT and LOST VACCINATION CARD

Please proceed to Task Force Vax To Normal Operations Center, 11th Floor, Quezon City Hall from 8AM-5PM, Monday to Saturday. 

Kindly bring the following:

• Letter of Request
• Proof of Vaccination (if possible, pictures or video during vaccination, OR picture of vaccination card) 
• Photocopy of any Valid ID
• NOTARIZED Affidavit of Loss",0,,,18,-2
BRGY. BAGONG SILANGAN: Mamamayan At Komunidad,"",none,,,,31785,,2021-08-22 06:43:30 EDT,2021-08-22,06:43:30,Photo,15,14,0,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/485635098160462/permalink/4376740639049869,"Nawala o gusto palitan ang VACCINATION CARD ninyo? PAANO? HOW? SANA ALL? Pakibasa na lang po this 👇👇👇 ANNOUNCEMENT For #QCProtekTODO CARD REPLACEMENT and LOST VACCINATION CARD Please proceed to Task Force Vax To Normal Operations Center, 11th Floor, Quezon City Hall from 8AM-5PM, Monday to Saturday. Kindly bring the following: • Letter of Request • Proof of Vaccination (if possible, pictures or video during vaccination, OR picture of vaccination card) • Photocopy of any Valid ID • Affidavit of Loss",https://www.facebook.com/QCGov/photos/a.115185079869258/643490860372008/?type=3,,"Maging PROTEKTODO sa Bakunang Sigurado PILIPINAS ANNOUNCEMENT: FOR CARD REPLACEMENT AND LOST VACCINATION CARD Please proceed to Task Force Vax To Normal Operations Center, 11th Floor, Quezon City Hall from 8AM-5PM, Monday to Saturday. KINDLY BRING THE FOLLOWING: 1 .Letter of Request .Proof of Vaccination (if possible, pictures or video during vaccination, OR picture of vaccination card) •Photocopy of any Valid ID Affidavit of Loss PROTEKTODO SA BAKUNANG SIGURADO FOLLOW JS @QCgov",Quezon City Government,"ANNOUNCEMENT

For #QCProtekTODO CARD REPLACEMENT and LOST VACCINATION CARD

Please proceed to Task Force Vax To Normal Operations Center, 11th Floor, Quezon City Hall from 8AM-5PM, Monday to Saturday. 

Kindly bring the following:

• Letter of Request
• Proof of Vaccination (if possible, pictures or video during vaccination, OR picture of vaccination card) 
• Photocopy of any Valid ID
• Affidavit of Loss",0,,,15,-1.47
BRGY. BAGONG SILANGAN: Mamamayan At Komunidad,"",none,,,,31611,,2021-07-25 02:29:47 EDT,2021-07-25,02:29:47,Photo,9,5,1,1,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/485635098160462/permalink/4291668204223780,Magparegister,https://www.facebook.com/photo.php?fbid=4528362970556100&set=p.4528362970556100&type=3,,QC SA BAKUNANG SIGURADO PROTEKTODO Welcome sa QC Vax Easy! Mag register para sa iyong COVID-19 Vaccine.,Ariel,"Magparegister para sa iyong Covid 19 Vaccine ..

Click the Link Below ⬇️

https://www.google.com/url?sa=t&source=web&rct=j&url=https://qcprotektodo.ph/signup-for-vaccination/&ved=2ahUKEwi7j7-viN3xAhV78HMBHfeABuAQFjAAegQIBBAC&usg=AOvVaw1Xt-zH1CZ0ARNtTnSlULlm&cshid=1626076886184",0,,,9,-2.89
BRGY. BAGONG SILANGAN: Mamamayan At Komunidad,"",none,,,,31649,,2021-08-03 09:18:53 EDT,2021-08-03,09:18:53,Photo,6,2,1,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/485635098160462/permalink/4319665861424014,QC Covid vaccination info,https://www.facebook.com/skbagongsilangancouncil/photos/a.626371691075114/1507166246328983/?type=3,,Qce SERVICES BETA VERSION We have a daily scheduled maintenance from 2:00 AM 2:30 AM. QC SA BAKUNANG SIGURADO PROTEKTODO Welcome sa QC Vax Easy! Mag register para sa iyong COVID-19 Vaccine. Continue without a QCeServices Account,Kabataan ng Bagong Silangan - KBS,"‼️‼️Lahat po ng nais magpabakuna ay kailangan na po kumuha ng online appointment‼️‼️

NARITO PO ANG PROSESO: 
1. pumunta lamang po sa link na ito : https://qceservices.quezoncity.gov.ph/qcvaxeasy

2. Click continue without a QC Eservices account  o di kaya ay mag log-in para sa may mga QC Eservices account gamit ang inyong username at password. 

3. Fill-out the QC VAX EASY REGISTRATION and click submit and confirm submission ng inyong data.

4.Mag-antay ng text message. Tandaan:  Makakatanggap lamang kayo ng text message na may kompirmadong petsa , oras at lugar ng bakunahan sa sandaling mayroong available na vaccines. 

Maraming Salamat po.
#JoyParaSaBayan #KasamaKaSaPagUnlad  #QCProtekTODO",0,,,6,-3.5
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,32688,,2021-12-05 20:37:03 EST,2021-12-05,20:37:03,Photo,8,2,6,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2713298812309060,"❌ FULLY VACCINATED VAX CARD IS NOW AVAILABLE ❌ 100 ONLY ❗ ,✨ ATM size ✨ 1-3 days processing ✨ Qr code can be scanned Pm for more details ‼️‼️",https://www.facebook.com/photo.php?fbid=620003459044669&set=gm.2713298812309060&type=3,,"",Photos from Honey Tim Ybnz's post,"",0,,,8,-12.75
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,33233,,2022-02-12 23:50:21 EST,2022-02-12,23:50:21,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2759500277688913,Mga mies makasulod sa novo or unitop bsan dli pa fully vax? Thanks,"",,"","","",0,,,7,-6.57
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,32754,,2022-01-19 09:45:34 EST,2022-01-19,09:45:34,Status,7,0,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2743083789330562,Respect post: maka sud raba 8yrs old sa sm? Then Fully vax ang parents.! Heheh,"",,"","","",0,,,7,-6
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,32165,,2021-10-26 05:21:25 EDT,2021-10-26,05:21:25,Status,6,3,2,1,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2685379221767686,"#PTPA ctto.. mao nhe ang bag.o nga k pah gawas nhe rama nga balaod... mka gawas nah ang mga bata bsta fully vax ang mga guardian nga kyug.. CEBU CITY, Philippines — Minors aged 15 years and below can now go out in Cebu City provided they are accompanied by fully vaccinated guardians. This was the pronouncement of Acting Mayor Michael Rama as signified in the new Directive 10-25-01 setting the guidelines for the implementation of the Alert Level 2 quarantine status in the city. Generally, the stay-at-home order remains for minors below 15 years old, senior citizens above 65 years old, and people with comorbidities or pre-existing medical conditions, except for obtaining essential goods and services, for work, and other permitted activities. Since the last Executive Order, senior citizens above 65 years old may already go out as long as they are fully vaccinated. This time, the Cebu City government has allowed minors below 15 years old to also enjoy the opening of more establishments in the city, and the policy also serves as a prelude to the eventual return of the face-to-face classes. “Subject to other legal restrictions, minors and children who are below 15 years of age may be allowed in authorized establishments. Provided that they must be accompanied and supervised by a parent, guardian, or responsible adult.” “Minors need not be accompanied for purposes of obtaining essential goods and services,” stated the directive. Furthermore, minors can enter authorized establishments such as indoor dining, as long as they are accompanied by a fully vaccinated guardian.","",,"","","",0,,,6,-9
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,32810,,2022-01-03 19:31:16 EST,2022-01-03,19:31:16,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2732391883733086,"LOOKING FOR STAY IN HOUSE HELPER Starting salary = 5,000 Increase after 6 months kung maayo mu trabaho MAIN DUTIES: ✔ Laba ✔ Limpyo ✔ Luto ✔ Pakaon sa iro ✔ Naay 2 yr old na bata - ipabantay kung wala nay gibuhat STAY IN ONLY ✔ Female - 20 to 30 years old ✔ Once a week day off ✔ Own kwarto ✔ Free sabon, shampoo, toothpaste, napkin ✔ kung unsa amo sudan, mao pud imo REQUIREMENTS: ✔ Brgy clearance ✔ Valid ID ✔ Vaccinated or willing mgpa vax HOUSEHOLD: 3 adults + 2 yrs old LOCATION: Lourdes Drive, Tisa ❌ NO CASH ADVANCE AND PADALA PLETE ❌","",,"","","",0,,,1,-54
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,32981,,2022-02-06 00:36:17 EST,2022-02-06,00:36:17,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2754804474825160,kinsay mobuhat dri PVC vax card? pls comment. Naga area lng ha para dali ra sa meet up,"",,"","","",0,,,0,-84
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,32765,,2022-01-15 22:55:19 EST,2022-01-15,22:55:19,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2740612899577651,"good day mga mamsh, pwd ra ba madala c bby 7months and breastfeed sa SM SEASIDE? magpa vax unta ko tom for second dose? tnx sa info mommies🤗😊","",,"","","",0,,,0,-108
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,32637,,2021-11-29 21:40:29 EST,2021-11-29,21:40:29,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2709254406046834,Pvc vax card. 60 pesos only,"",,"","","",0,,,0,-204
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,30333,,2021-09-03 21:12:37 EDT,2021-09-03,21:12:37,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2648475555458053,WEEKEND NA.. NUS A TA MAGKILAY??😍😍 Laban sa kilay mga brow sis promo!!!!!!!🤗🤗😁🤗☺️☺️☺️☺️ LESS 1000 PESOS FOR FULLY VACCINATED SISTER🤗🤗🤗 Less 500 for 1 dose vaccinated sister..☺️☺️ Just present your vax card ... 💥FREE TOUCH UP SESSION 💥FREE AFTERCARE OINTMENT,https://www.facebook.com/BeautyMagicbyRaeArabella/photos/a.104037264308306/601827031195991/?type=3,,"",Beauty Magic by Rae Arabella,"Laban sa kilay mga brow sis promo!!!!!!!🤗🤗😁🤗☺️☺️☺️☺️

LESS 1000 PESOS FOR FULLY VACCINATED SISTER🤗🤗🤗

Less 500 for 1 dose vaccinated sister..☺️☺️

Just present your vax card ...

💥FREE TOUCH UP SESSION
💥FREE AFTERCARE OINTMENT",0,,,0,-108
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,30293,,2021-09-02 23:33:39 EDT,2021-09-02,23:33:39,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2647851702187105,Laban sa kilay mga brow sis promo!!!!!!!🤗🤗😁🤗☺️☺️☺️☺️ LESS 1000 PESOS FOR FULLY VACCINATED SISTER🤗🤗🤗 Less 500 for 1 dose vaccinated sister..☺️☺️ Just present your vax card ... 💥FREE TOUCH UP SESSION 💥FREE AFTERCARE OINTMENT,https://www.facebook.com/BeautyMagicbyRaeArabella/photos/a.104037264308306/601827031195991/?type=3,,"",Beauty Magic by Rae Arabella,"Laban sa kilay mga brow sis promo!!!!!!!🤗🤗😁🤗☺️☺️☺️☺️

LESS 1000 PESOS FOR FULLY VACCINATED SISTER🤗🤗🤗

Less 500 for 1 dose vaccinated sister..☺️☺️

Just present your vax card ...

💥FREE TOUCH UP SESSION
💥FREE AFTERCARE OINTMENT",0,,,0,-108
Cebu Mommies & Babies 🤱🏻👨‍👩‍👦‍👦👩‍👧‍👦,"",none,,,,30285,,2021-09-02 04:05:59 EDT,2021-09-02,04:05:59,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2023165634655718/permalink/2647238675581741,Laban sa kilay mga brow sis promo!!!!!!!🤗🤗😁🤗☺️☺️☺️☺️ LESS 1000 PESOS FOR FULLY VACCINATED SISTER🤗🤗🤗 Less 500 for 1 dose vaccinated sister..☺️☺️ Just present your vax card ... 💥FREE TOUCH UP SESSION 💥FREE AFTERCARE OINTMENT,https://www.facebook.com/BeautyMagicbyRaeArabella/photos/a.104037264308306/601827031195991/?type=3,,"",Beauty Magic by Rae Arabella,"Laban sa kilay mga brow sis promo!!!!!!!🤗🤗😁🤗☺️☺️☺️☺️

LESS 1000 PESOS FOR FULLY VACCINATED SISTER🤗🤗🤗

Less 500 for 1 dose vaccinated sister..☺️☺️

Just present your vax card ...

💥FREE TOUCH UP SESSION
💥FREE AFTERCARE OINTMENT",0,,,0,-108
Christian moms against vaccines,"",none,,,,287,,2022-01-26 19:59:53 EST,2022-01-26,19:59:53,Status,2,1,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1072222959989098,ppl shouldn’t get vaxxed bcs it stop covid form killing u (sometimes) and if god didn’t write abt no damn vax in the bible so we should all get covid like good christian’s and die from it bcs that is what jesus wanted,"",,"","","",0,,,2,-0.87
Christian moms against vaccines,"",none,,,,284,,2022-01-14 05:29:35 EST,2022-01-14,05:29:35,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1064849027393158,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...","",,"","","",0,,,0,-30
Christian moms against vaccines,"",none,,,,284,,2022-01-14 05:29:22 EST,2022-01-14,05:29:22,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1064848944059833,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...","",,"","","",0,,,0,-30
Christian moms against vaccines,"",none,,,,267,,2022-01-05 10:11:53 EST,2022-01-05,10:11:53,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/502141606997239/permalink/1059933214551406,"www.novaxwallofficial.com Get your brick of the official world anti vax wall, and make history! Share with your friends...","",,"","","",0,,,0,-30
Clarksville Moms with Littles,"",parenting,,,,,,2020-09-11 18:12:47 EDT,2020-09-11,18:12:47,Status,31,0,31,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/593525841023499/permalink/1219507858425291,Do the obgyn’s push vaxx hard at Tennova’s L&D? It will be my first baby delivered at that hospital. I have paperwork and studies on hand to present to a doc should I be encouraged to vax at birth just in case but I just want to know ahead. Thank you!!,"",,"","","",0,,,31,1.63
