User Name,Codename,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-05 17:34:23 EST,2021-03-05,17:34:23,Status,11,1,10,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/887010338759237,Trying to help a senior (70) who lives in baltimore (21216 zip) and has no car so wants to stay close to home (Walgreens at 3801 Liberty Heights Ave is 5 minutes away) but also really wants the Johnson vaccine due to allergies. I'm willing to drive her this Sunday. Anyone have thoughts / can offer help on scheduling a Johnson appointment within a reasonable driving distance? I already have her scheduled for M&T but they may not be offering Johnson by then. Would rather have a pharmacy that specifies a Johnson vaccine for certainty. Waldorf mass vax is way to far (I live in Bethesda and have to drive to Baltimore to pick her up and drive her to vaccine site and back).,"",,"","","",0,,,11,-1.82
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-05 09:59:24 EST,2021-03-05,09:59:24,Status,11,0,11,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/886811842112420,"I need something within 10 miles of Edgewood, MD. No mass vax sites. Please ping me if you find anything!","",,"","","",0,,,11,-1.82
San Miguel de Allende COVID-19 - Community • Comunidad,"",none,,,,1583,,2021-09-24 11:36:09 EDT,2021-09-24,11:36:09,Link,11,7,2,2,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1061635400901649/permalink/1487550121643506,"# **Eventually we might all have to deal with COVID-19—but a shorter, gentler version, thanks to vaccines.**",https://www.theatlantic.com/science/archive/2021/09/post-vaccination-covid/620140/?utm_source=newsletter&utm_medium=email&utm_campaign=atlantic-daily-newsletter&utm_content=20210922&silverid=%25%25RECIPIENT_ID%25%25&utm_term=The+Atlantic+Daily,,"",‘Post-Vax COVID’ Is a New Disease,"Eventually we might all have to deal with COVID-19—but a shorter, gentler version, thanks to vaccines.",0,,,11,-0.39
Expats In Kyiv (Father figures),"",none,,,,3095,,2021-10-19 07:13:44 EDT,2021-10-19,07:13:44,Status,11,1,10,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1794501974212551/permalink/3013278542334882,Covid Vaccine Certificate? (For Travel) It's finally been 14 days after I got my 2nd covid vaccine here in Kyiv. But now I'm having a hard time trying to get a certificate to prove it. Has anyone successfully gotten the paper certificate? (I have my TRP) Step 1: Sign a Family Doctor Declaration - I've called 5 clinics and none of them do it. Has anyone done this in the city center? Step 2: Get the paper double vax certificate. Has anyone gotten this in Kyiv? Thanks for any help or personal experience info.,"",,"","","",0,,,11,-2.45
☯️ Connect The Dots  #ConnectDaDots ☯️,"",learning,,,,3409,,2021-11-03 17:30:28 EDT,2021-11-03,17:30:28,Status,11,5,0,2,4,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1697436677142605/permalink/3233234793562778,"Original Post from Robert Slager : Epic Rant ... Monday morning quarterbacking is a cottage industry in the world of politics. The media is in overdrive this morning, offering a slew of reasons why Democrats underperformed in governor races in Virginia and New Jersey yesterday. They are claiming Democrats no longer have their finger on the pulse of the country. They are claiming this is a referendum on the Joe Biden presidency. They are claiming this is a sign of things to come in the 2022 mid-term elections. Deep cleansing breathes, people. The reason Democrats lost the governor's race in Virginia and underperformed in New Jersey is a lot more complicated than some in the media would have you believe. There is a great deal of fatigue in this country right now. People are weary of the pandemic. They are weary of high gas prices, inflation, short-staffed service businesses, and supply-chain issues. They are looking for someone to blame, and that blame - fairly or not - almost always falls on the party in power. The Biden administration is certainly open to legitimate criticism in some areas. We still don't have a coherent immigration policy. If the Democrats had passed some kind of infrastructure spending bill instead of constantly sniping at each other that may have tilted the balance in Virginia. But there are things that are simply out of the president's control. Biden doesn't set the price of crude oil throughout the world. Inflation was inevitable after the economic turbulence of the past two years. Supply-chain issues are also directly related to the pandemic. But many voters aren't interested in understanding the reason things happen. They just want someone to blame. Make no mistake about it - Republicans are doing everything they can to stretch this pandemic out as long as possible. Their entire strategy is to blame Democrats for not cleaning up the mess they left behind quickly enough. That's what their ridiculous anti-mask and anti-vax campaign is really all about. That's how callous they've become. They would literally rather have people die from a preventable disease than allow Biden to take credit for getting us out of the pandemic. The Supreme Court has repeated ruled that mandates are legal during a pandemic. Republicans in power know this. They know and they just don't care. But Democrats need to do some serious soul-searching before next year's election. They can't whine about being unable to compromise with Republicans when they can't even compromise within their own party. There is a political reality that cannot be ignored - Democrats do not have a big enough majority in the Senate to enact the sweeping changes that many progressives desire. Sometimes you literally do have to walk before you can run. As easy as it is to despise Joe Manchin and Kyrsten Sinema for not getting on board with the Build Back Better plan, some progress is better than no progress at all. The Biden administration needs a win heading into the 2022 mid-terms. That serves the ultimate goal of both moderates and progressives. Pick up a few more Senate seats, end the filibuster, and Manchin and Sinema no longer matter. And by this time next year the pandemic may finally be winding down. The political landscape could look a whole lot differently than it does right now. It is not all gloom-and-doom for Democrats. The new mayors of New York, Boston and Pittsburgh are all people of color. Strides are being made. We can still get there. But we can only get there together. -Robert Slager","",,"","","",0,,,11,-3.82
Ciudad de strike,"",none,,,,,,2022-01-24 22:32:03 EST,2022-01-24,22:32:03,Photo,10,1,0,9,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/3079801522099236/permalink/4824621850950519,"Available Po pa pvc Ng vaccination card,vax certificate, ids ... Fully vaccinated lang Po...65.. egg, small medium large at assorted🥰",https://www.facebook.com/photo.php?fbid=1013382069390367&set=gm.4824621854283852&type=3,,"",Photos from Andrei Brent Laroza's post,"",0,,,10,-0.17
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3601,,2021-04-20 13:08:27 EDT,2021-04-20,13:08:27,Status,10,3,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/914273422699595,"Does anyone know how to volunteer at the vax sites? I have some free time but can’t stay up until midnight to get appointments for people, and I’d like to help another way.","",,"","","",0,,,10,-2
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-16 14:23:43 EDT,2021-03-16,14:23:43,Status,10,1,9,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/893520814774856,"How stringent are they about appointment time at mass vax sites? A colleague has a 10am appointment at M&T, but is unable to make that time. She would need to arrive when the site opens— I believe 8am?","",,"","","",0,,,10,-2
"Dargaville, Ruawai, Paparoa,Maungaturoto buy sell and trade","",none,,,,1532,,2021-10-10 03:34:12 EDT,2021-10-10,03:34:12,Photo,10,4,2,4,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1405420436255176/permalink/2370795093051034,"🗣 Kaipara Whānau Māori! Nau mai, haere mai! The Te Ha Oranga & Northland District Health Board Kaupapa Māori Unit are running mobile drive-thru vax clinics this week! No appointments necessary! 🏉 We’ve teamed up with Rugby for Life so that every person that rolls up their sleeves & gets vaccinated can earn $10 for their local sports club! Now’s the time to get vaccinated to fight for your whakapapa & protect yourselves & your whānau from Covid-19! Kia haumaru e te whānau. See you there! #ProtectYourWhakapapa #VaxToTheMax #KiaHaumaru #WhānauOra #Take2ForTheTeam #Dargaville",https://www.facebook.com/photo.php?fbid=4622873051066711&set=gm.2370795093051034&type=3,,"","","",0,,,10,-0.44
Trinidad and Tobago Rum Shop Talk,"",none,,,,18788,,2021-11-25 12:57:14 EST,2021-11-25,12:57:14,Status,10,7,0,2,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1625402824446305/permalink/3113426642310575,THE VAX NEW ENEMY IS NOT THE NON-VAX! IT IS THE UNDER VAX! THEIR OWN KIND! THEY NEED 3 & 4 SHOTS NOW! HA! VAX RETRIBUTION!,"",,"","","",0,,,10,-4.1
☯️ Connect The Dots  #ConnectDaDots ☯️,"",learning,,,,3463,,2021-11-15 08:23:06 EST,2021-11-15,08:23:06,Photo,10,1,0,2,0,2,0,0,5,0,,-,0,0,0,,https://www.facebook.com/groups/1697436677142605/permalink/3242191072667150,"Australians Are Both Terrified And Outraged That People Carried Nooses And Trump Flags At An Anti-Vax Protest In Melbourne This weekend, thousands of Australians stormed Melbourne's CBD to protest against mandatory vaccinations and Daniel Andrews' proposed pandemic laws for Victoria. https://www.buzzfeed.com/ishabassi/melbourne-protest-anti-vax-noose-trump-flags",https://www.facebook.com/photo.php?fbid=4920736847936833&set=gm.3242191072667150&type=3,,"","","",0,,,10,-5
☯️ Connect The Dots  #ConnectDaDots ☯️,"",learning,,,,3249,,2021-09-27 08:51:00 EDT,2021-09-27,08:51:00,Link,10,3,1,1,0,0,0,1,4,0,,-,0,0,0,,https://www.facebook.com/groups/1697436677142605/permalink/3204414653111459,"Salon reported that Kyrsten Sinema is one of the pharmaceutical industry's biggest recipients of donations, a relationship that has gone on since she was in the house. She has received a total of about $750000 in campaign donations from the pharmaceutical and medical service industries within a $120000 came from pharmaceutical industry donations in 2019 and 2020 Salon reported. SHE DOESN'T REPRESENT DEMOCRATS HERE IN AZ!",https://tucson.com/news/local/subscriber/political-notebook-sinema-faces-new-backlash-this-time-over-prescription-drug-position/article_ad49b168-1c8a-11ec-8c85-9b1192505533.html?utm_medium=social&utm_source=facebook&utm_campaign=user-share,,"","Political Notebook: Sinema faces new backlash, this time over prescription-drug position","For Star subscribers: The Democratic senator opposes letting Medicare negotiate drug prices, a key part of Biden's spending proposal. Plus, Brnovich goes anti-vax in Sahuarita; and opposition forms to Tucson",0,,,10,-4
☯️ Connect The Dots  #ConnectDaDots ☯️,"",learning,,,,3179,,2021-09-15 13:20:43 EDT,2021-09-15,13:20:43,Link,10,0,2,0,0,0,8,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1697436677142605/permalink/3195502720669319,"How low can Tucker go … “Nicki Minaj’s cousin’s testicles are not swollen, as far as we know, he’s fine,” said Carlson. “It’s Nicki Minaj’s cousin’s friend’s testicles who are swollen from taking the vax. That’s the claim.” ",https://apple.news/AXuGB9hA9Tuq41J_IFOIgqw,,"",Tucker Carlson Makes On-Air Plea To Swollen-Testicled Friend Of Nicki Minaj’s Cousin — HuffPost,The Fox News personality also issued a correction on his prime-time show's previous reporting on the rapper's unsubstantiated COVID-19 vaccine claim.,0,,,10,-3.6
☯️ Connect The Dots  #ConnectDaDots ☯️,"",learning,,,,3143,,2021-09-06 13:03:43 EDT,2021-09-06,13:03:43,Link,10,0,1,0,0,0,0,7,2,0,,-,0,0,0,,https://www.facebook.com/groups/1697436677142605/permalink/3188613098024948,"The deadly surge currently raging in the Southern states may level off, but as the virus recedes in one part of the country, it may explode in another. Public health officials are already warily watching an uptick in the Dakotas, possibly linked to last month’s Sturgis Motorcycle Rally. The governor of Idaho is summoning the National Guard to assist in rapidly filling hospitals. It seems the narrow window to wipe the coronavirus completely off the face of the globe has slipped through our unvaccinated fingers.",https://www.politico.com/news/magazine/2021/09/06/why-we-cant-turn-the-corner-on-covid-509349,,"",Why We Can’t Turn the Corner on Covid,"After a hot vax summer that wasn’t, it’s clearer than ever that there will be no easy end to the pandemic.",0,,,10,-3.7
Ciudad de strike,"",none,,,,,,2022-01-23 20:32:53 EST,2022-01-23,20:32:53,Photo,9,2,1,6,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/3079801522099236/permalink/4819768794769158,"Available Po egg small, pa PVC pi Ng vaccination card , vax certificate ...fully vaccinated only...65 lang po",https://www.facebook.com/photo.php?fbid=1012764566118784&set=gm.4819768794769158&type=3,,"",Photos from Andrei Brent Laroza's post,"",0,,,9,-0.25
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3594,,2021-04-24 15:08:29 EDT,2021-04-24,15:08:29,Status,9,2,7,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/916680415792229,"I have personally been invited to make a vaccine appointment by one of the mass vax sites I registered in (Timonium Fairgrounds). I’m already vaxxed, is there a way I can give up my slot so someone else can be up? Website is not very helpful in that department.","",,"","","",0,,,9,-2.22
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3547,,2021-04-09 23:14:29 EDT,2021-04-09,23:14:29,Status,9,0,9,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/908031523323785,"Does anyone know which vax Walmart is doing? Walmart says it gives whatever they’re given, but maybe they’re using one more than others?","",,"","","",0,,,9,-2.22
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,2939,,2021-03-23 15:47:36 EDT,2021-03-23,15:47:36,Link,9,6,0,0,3,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/897783231015281,https://foxbaltimore.com/news/local/gov-hogan-makes-vaccine-announcement-today-as-maryland-enters-phase-2a Additional mass vax sites.,https://foxbaltimore.com/news/local/gov-hogan-makes-vaccine-announcement-today-as-maryland-enters-phase-2a,,"","Maryland will add 6 more mass vaccine sites, expands eligibility to age 16+","ANNAPOLIS (WBFF) -- Maryland Gov. Larry Hogan announced today that six more mass vaccination sites will be open in the coming weeks. He also said in a press conference that all Marylanders age 16 and older will be eligible for the vaccine, no later than April 27. They include an expanded site at the...",0,,,9,-0.31
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,2816,,2021-03-21 11:24:58 EDT,2021-03-21,11:24:58,Status,9,1,8,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/896516951141909,"Update: I can take 5 more. Getting a lot of Giant Appointments today. Available to take on 5 people to find appointments today. I tend to do better at Mass Vax (Six Flags/Regency) and am not always awake for midnight drops (because...babies), but if you're comfortable allowing me to share your information with another hunter, I can do that so that we most likely get your appointment scheduled today.","",,"","","",0,,,9,-2.22
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-01 23:37:53 EST,2021-03-01,23:37:53,Status,9,1,8,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/884811055645832,"Hey everyone, it's almost that time! The nightly M&T drop! It's the witching hour! Here is what we know from previous drops: * They happen EVERY night from 11:50 at the earliest to 12:05 at the latest. Last night it was 12:03. * You CANNOT get appointments by just toggling that check box at the end. * If everyone seems to be getting appointments and you are not, you have to open a private browser and do it in there (OR CLEAR YOUR CACHE) * Have the information READY to fill out, it's a free for all and if someone fills out a slot before you, you lose it. * Thats right, they are UNRESERVED! It is FIRST TO FILL OUT. * You are only booking for this apt. At the mass vax site, they will give you your second after your first vaccine. * There will be a TON available. This is your best shot at getting a vaccine appointment.","",,"","","",0,,,9,-2.22
"Dargaville, Ruawai, Paparoa,Maungaturoto buy sell and trade","",none,,,,1798,,2021-12-07 00:28:54 EST,2021-12-07,00:28:54,Status,9,4,4,0,0,0,1,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1405420436255176/permalink/2417779761685900,So if they are have a check point at maungaturoto can we ask the non police people at the check point to see there vax pass aswell,"",,"","","",0,,,9,-0.44
BRGY. BAGONG SILANGAN: Mamamayan At Komunidad,"",none,,,,31611,,2021-07-25 02:29:47 EDT,2021-07-25,02:29:47,Photo,9,5,1,1,2,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/485635098160462/permalink/4291668204223780,Magparegister,https://www.facebook.com/photo.php?fbid=4528362970556100&set=p.4528362970556100&type=3,,QC SA BAKUNANG SIGURADO PROTEKTODO Welcome sa QC Vax Easy! Mag register para sa iyong COVID-19 Vaccine.,Ariel,"Magparegister para sa iyong Covid 19 Vaccine ..

Click the Link Below ⬇️

https://www.google.com/url?sa=t&source=web&rct=j&url=https://qcprotektodo.ph/signup-for-vaccination/&ved=2ahUKEwi7j7-viN3xAhV78HMBHfeABuAQFjAAegQIBBAC&usg=AOvVaw1Xt-zH1CZ0ARNtTnSlULlm&cshid=1626076886184",0,,,9,-2.89
"La Trinidad Tourism, Culture, and Arts","",none,,,,7894,,2021-12-16 22:20:28 EST,2021-12-16,22:20:28,Photo,9,9,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/954150687967884/permalink/4646285265421056,"Heps! Inkan, kabsat: One-Dose Anti COVID JANSSEN Vaccine!",https://www.facebook.com/photo.php?fbid=217081067267193&set=a.164479739193993&type=3,,"",Mayor's Office - La Trinidad,"1-dose Janssen COVID 19 vaccine @ LT Vax sites available today, Dec. 17! Go na!",0,,,9,-2.56
"South Auckland Papatoetoe buy,sell,swap","",none,,,,58012,,2021-12-05 07:53:06 EST,2021-12-05,07:53:06,Photo,9,5,3,0,0,0,0,0,0,1,,-,0,0,0,,https://www.facebook.com/groups/1666472106962017/permalink/3127366834205863,Salon based in manukau on lambie drive !! Not vax not a problem Appointments only pls pm me or pm our hair salon page for appointments Queen Hair Salon 🥰,https://www.facebook.com/photo.php?fbid=1488614448206421&set=gm.3127366834205863&type=3,,"",Photos from Vaoesea Suilima Lockington's post,"",0,,,9,-4.11
Poughquag/ Beekman Moms & Dads Group,"",parenting,,,,1076,,2021-11-16 10:54:34 EST,2021-11-16,10:54:34,Photo,8,3,1,3,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/255805115151369/permalink/1007049370026936,"ACSD- “In a National effort to bring attention to the issue of possible vax mandates coming for our children, we will each leave a pair of shoes at Arlington Central Office. After 7:30 pm on Thursday 11/18”",https://www.facebook.com/photo.php?fbid=10159320254150259&set=gm.1007049370026936&type=3,,"","","",0,,,8,-0.27
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-13 11:27:40 EST,2021-03-13,11:27:40,Status,8,3,5,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/891618878298383,Got a text at 11:00 am that appointments are open at all mass vax sites.,"",,"","","",0,,,8,-2.5
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-08 20:12:55 EST,2021-03-08,20:12:55,Photo,8,2,6,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/888884891905115,When you call the mass vax phone number (855) 634-6829 and select the text messaging option. You can get a live agent to help but they can’t make appointments. Here’s an example.,https://www.facebook.com/photo.php?fbid=10103416499454653&set=gm.888884891905115&type=3,,"",Photos from Christy Hoang's post,"",0,,,8,-0.47
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,,,2021-03-04 22:59:24 EST,2021-03-04,22:59:24,Status,8,7,1,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/886528475474090,"Hey everyone, it's almost that time! The nightly M&T drop! It's the witching hour! Here is what we know from previous drops: * They happen EVERY night from 11:50 at the earliest to 12:05 at the latest. Last night it was 12:11. Previous nights 12:08, 12:03, 12:06, 11:55. * You CANNOT get appointments by just toggling that check box at the end. * If everyone seems to be getting appointments and you are not, you have to open a private browser and do it in there (OR CLEAR YOUR CACHE) * Have the information READY to fill out, it's a free for all and if someone fills out a slot before you, you lose it. * Thats right, they are UNRESERVED! It is FIRST TO FILL OUT. * You are only booking for this apt. At the mass vax site, they will give you your second after your first vaccine. * There will be a TON available. This is your best shot at getting a vaccine appointment.","",,"","","",0,,,8,-2.5
San Miguel de Allende COVID-19 - Community • Comunidad,"",none,,,,1577,,2021-09-16 19:38:10 EDT,2021-09-16,19:38:10,Photo,8,4,2,2,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1061635400901649/permalink/1482070515524800,"Hoping someone here can help with personal experience. I would like an official vaccination certificate. I am vaccinated but do not have a CURP. ￼ The government website does not recognize the number I was assigned by the vax team in lieu of a CURP. Yesterday I went to CAISES, as directed by the info in this photo. They had no idea what I was talking about. Has anyone else found a solution to this problem? I leave for the USA soon. Glenn Wilson?",https://www.facebook.com/photo.php?fbid=10222472109130024&set=gm.1482070515524800&type=3,,"","","",0,,,8,-0.56
San Miguel de Allende COVID-19 - Community • Comunidad,"",none,,,,1386,,2021-04-01 17:05:58 EDT,2021-04-01,17:05:58,Link,8,4,1,3,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/1061635400901649/permalink/1364982387233614,# **Vaccination reduces asymptomatic transmission:**,https://twitter.com/MonicaGandhi9/status/1377726667989262336?s=20,,"","Monica Gandhi MD, MPH on Twitter","“Oh, and CDC saying you don't transmit after vax - amazing week for the vaccines! https://t.co/QA5vaf9GZC”",0,,,8,-0.56
Hairdressers of Trinidad & Tobago,"",none,,,,84145,,2021-10-20 15:58:22 EDT,2021-10-20,15:58:22,Photo,8,3,0,1,4,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/51228925801/permalink/10159739312415802,Check us out for your back to school hairstyles We welcome vax and unvaxed (mask must be worned) Call or WhatsApp to book your appointment 3524253,https://www.facebook.com/1616948601851045/photos/gm.10159739312415802/2986601304885761/?type=3,,"",Photos from Done by Kerry's post,"",0,,,8,-16.38
Hairdressers of Trinidad & Tobago,"",none,,,,83240,,2021-08-18 16:28:39 EDT,2021-08-18,16:28:39,Photo,8,2,4,0,0,2,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/51228925801/permalink/10159626958685802,This seems right ???? 🤔🤔🤔🤔,https://www.facebook.com/nlcbtnt/photos/a.412406086080940/831484387506439/?type=3,,"VAX +WIN 100 WEEKLY WINNERS oon NICB GRAND $50,000 $5,000 EACH PRIZE PLUS! WIN $1,000 each first1 people register AND the 10 eldest registrants Register now on nlcbgames.com or download the NLCB app NLCB 18 S S",NLCB Trinidad & Tobago,"VAX AND WIN with NLCB!

Who is eligible:

You can enter if you meet ALL of the following criteria:

1. Permanent resident of Trinidad & Tobago, which means that you make your primary home and legal residence in Trinidad & Tobago

1. Eighteen (18) years and over

2. Received:

One dose of WHO approved double dose COVID-19 vaccines

One dose of WHO approved single dose COVID-19 vaccines during the promotion period (August 18 – September 14, 2021)

3. Possess a valid TT Vaccination Card

How to enter: 

To participate in the promotion and be entered in the drawings, an eligible Trinidad & Tobago permanent resident must complete the online entry form and provide all required entry information, acknowledgements, and consents. 

Entry must be completed through www.nlcbgames.com which can also be accessed via the NLCB app available in the App Store and Google Play Store. 

#vaxandwin #NLCB",0,,,8,-7.62
Breaking news Trinidad,"",none,,,,30855,,2021-11-16 23:58:24 EST,2021-11-16,23:58:24,Link,8,8,0,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2256328848020383/permalink/3147732462213346,No to carnival 2022.,https://www.facebook.com/100010517401703/posts/1526228624404370/,,"",This is a re-share of a post,"No to CARNIVAL 2022. vax or no vax, save lives.",0,,,8,-2.38
Breaking news Trinidad,"",none,,,,30737,,2021-10-11 15:25:45 EDT,2021-10-11,15:25:45,Status,8,4,2,0,0,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/2256328848020383/permalink/3118988941754365,So uh taking the un vax money on the curbside to give the vax change on the Inside 🤣🤣🤣🤣,"",,"","","",0,,,8,-3.25
CALOOCAN - R.PAPA TONDO BUY & SELL,"",none,,,,3467,,2021-11-18 08:17:16 EST,2021-11-18,08:17:16,Link,7,0,6,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/3582503681781723/permalink/5203585253006883,PTPA‼️‼️‼️,https://www.facebook.com/1713799294/posts/10209185707835807/,,"",This is a re-share of a post,"good eve friends. especially friends near r.papa or 5th ave 🥺 i don't know where to start , pero magbakasakali na din incase na baka me mga kakilala or friends kau na makapulot ng pink na wallet 😭 nadukutan kasi ako sa jeep and ung katabi ko is bumababa between r.papa and 5th ave. nanduon po kasi lahat ng VALID ID'S KO. umid, prc id, tin id, vax card, atm card and health card 😔😔 un po talaga ung importante 😔😔 kahit wag na maibalik ung pera okay lang po ung mga ID'S lang po talaga 😭😭 so please help me po. baka may mga tao lang po na incase na makapulot at makapagtabi nung mga id's 😭😭😭💔 kahit id's lang 😭😭😭 shout out sa katapat kong girl na nag alok ng pamasahe para makauwi ako, thank you ma'am hindi na kita namukhaan pero i really appreciate it 😭 sa manong driver na hinintuan din ako pagbaba ko para din mag alok ng tulong salamat din po.

shout out na din po sa katabi ko. umusog ka po paharap para makaupo ako. nagpasalamat pa ko sayo kuya kasi akala ko nagpaka gentleman ka 😔 hindi ako masamang tao 😔 nagthank you ako alam mo yan sa sarili mo, sana dun palang nakunsensya ka na sa gagawin mo 😔 lahat tau gipit dahil pandemiya. pero sana sa laki ng katawan mo humanap ka ng matinong trabaho na ipapakain mo sa pamilya mo 😔 ung WALA KANG TATAPAKANG TAO 😔😔 ipagpapasaDiyos kita. 😔 sana ibless ka niya para makahanap ka ng maaus na work ng maiwasan mong gumawa ng masama 😔😔 sana ako na ang huling biktima mo 😔😔💔💔

CHARISSE I. JAVIER po names ko sa lahat po ng I.D 😔
PAPM PO AKO INCASE po na may makapulot 😔 alam po natin na sobrang hirap po makakuha ng valid id ngaun kaya un po talaga importante sa lahat 😔

FRIENDS MAG INGAT KAU , DEC NA NAGKALAT NA SILA 😭💔😔 be more aware of your environment. 😔😔💔",0,,,7,0.37
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3556,,2021-04-10 21:36:39 EDT,2021-04-10,21:36:39,Link,7,4,2,0,1,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/908599539933650,Hagerstown mass vax sites have jj openings if anyone is able to get there on Monday there are lots of spots.,https://massvax.maryland.gov/,,"",Maryland,"",0,,,7,-0.46
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3534,,2021-04-08 21:22:00 EDT,2021-04-08,21:22:00,Status,7,1,6,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/907406583386279,Hagerstown mass vax site has openings for tomorrow.,"",,"","","",0,,,7,-2.86
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3220,,2021-03-30 19:40:26 EDT,2021-03-30,19:40:26,Status,7,2,5,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/901983253928612,"If you can get to Waldorf, Regency Bank Stadium, there are, or were 15 minutes ago, appointments available there for tomorrow. Appointments can be made through the MD mass vax site: https://massvax.maryland.gov/","",,"","","",0,,,7,-2.86
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,3098,,2021-03-25 22:12:41 EDT,2021-03-25,22:12:41,Link,7,3,4,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/899092454217692,Lots of appointments at Mass Vax in Salisbury for Pfizer for tomorrow.,https://massvax.maryland.gov/,,"",Maryland,"",0,,,7,-0.46
Maryland Equity Vaccine Hunters / Cazadores de vacunas para la equidad,"",none,,,,2939,,2021-03-22 23:15:28 EDT,2021-03-22,23:15:28,Status,7,1,6,0,0,0,0,0,0,0,,-,0,0,0,,https://www.facebook.com/groups/884582065668731/permalink/897369767723294,How are vax hunters getting people appointments on mass sites now that preregistration is required?,"",,"","","",0,,,7,-2.86
